feature_id,feature_category,feature_name,subfeature_name,phase_class,purpose,input_name,input_type,unit,default_value,constraint,options,automatic_decision,validation_rule,process,calculation_reference,output,report,drawing,integration,upstream_feature,downstream_feature,manual_id,pdf_page,book_page,section,screen_name,table_name,figure_name,classification,evidence_text_summary,interpretation,unknowns,oss_mapping,adoption_candidate,status
F4-1-054,standard_section,主桁全体データ,有効モーメントの最小量入力,Phase1_optional,不等径間等で微少な負曲げモーメントを無視する場合に最小量を入力する,有効モーメントの最小量,数値,NONE,0,NONE,NONE,NONE,NONE,不等径間等により微少な負曲げモーメントが支間中央に存在する場合に強制的に微少断面力を無視したい場合に最小量を入力。解析結果の断面力をそのまま設計断面力とする場合は0と入力,MAN-005 5-1-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,22,5.1(1),主桁全体データ画面,NONE,NONE,NONE,Evidence,「有効モーメントの最小量とは不等径間等により微少な負曲げモーメントが支間中央に存在する場合等に強制的(設計者様のご判断により)微少断面力を無視したい場合に最小量をご入力下さい」「解析結果の断面力をそのまま設計断面力とする場合は0とご入力下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-055,standard_section,主桁桁高データ,桁高の入力方法選択,Phase1_required,桁高の入力方法を選択する,桁高入力方法,選択,NONE,NONE,NONE,桁高一定/下フランジ変化/上フランジ変化,NONE,NONE,桁高の入力方法として桁高一定・下フランジ変化・上フランジ変化が設計可能,MAN-005 5-2-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,23,5.2(1),主桁桁高データ画面,NONE,NONE,NONE,Evidence,「桁高の入力方法としては桁高一定下フランジ変化上フランジ変化が設計可能となっております」,NONE,NONE,NONE,NONE,extracted
F4-1-056,standard_section,主桁桁高データ,格点位置の桁高確認,Phase1_required,内部計算にて求められた格点位置の桁高を確認する,格点位置の桁高,確認,NONE,NONE,NONE,NONE,NONE,NONE,格点位置の桁高が内部計算にて求められ確認出来る,MAN-005 5-2-2,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,23,5.2(2),主桁桁高データ画面,NONE,NONE,NONE,Evidence,「内部計算にて求められた格点位置の桁高が確認出来ます」,NONE,NONE,NONE,NONE,extracted
F4-1-057,standard_section,主桁断面データ,フランジ板逃げ方向の指定,Phase1_required,フランジの板逃げ方向を指定する,板逃げ方向,選択,NONE,NONE,NONE,上：外/上：内/下：外/下：内,NONE,NONE,フランジの板逃げ方向を指定,MAN-005 5-3-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,25,5.3(1),主桁断面データ画面,NONE,NONE,NONE,Evidence,「フランジの板逃げ方向を指定して下さい」「上：外上：外 上：内上：外 上：外上：外 上：外上：内」,NONE,NONE,NONE,NONE,extracted
F4-1-058,standard_section,主桁断面データ,板逃げと主桁高の関係,Phase1_required,各プログラムでの板逃げと主桁高の関係を定義,板逃げと主桁高の関係,NONE,NONE,NONE,NONE,NONE,NONE,NONE,設計データ入力では桁高I断面計算では腹板高断面計算では上下フランジ板厚中心間隔のみ入力,MAN-005 5-3-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,25,5.3(1),主桁断面データ画面,NONE,NONE,NONE,Evidence,「設計データ入力：桁高 Ｉ断面計算：腹板高 断面計算：（特になし。上下フランジ板厚中心間隔でのみ入力）」,NONE,NONE,NONE,NONE,extracted
F4-1-059,standard_section,補剛材データ,垂直補剛材本数の入力,Phase1_required,各パネルの垂直補剛材本数を入力する,垂直補剛材本数,整数,NONE,NONE,NONE,NONE,NONE,NONE,各パネルの垂直補剛材本数を入力。パネル内4＠の場合は3と入力,MAN-005 5-4-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,26,5.4(1),補剛材データ画面,NONE,NONE,NONE,Evidence,「各パネルの垂直補剛材本数をご入力下さい（パネル内4＠の場合は3と入力下さい）」,NONE,NONE,NONE,NONE,extracted
F4-1-060,standard_section,補剛材データ,垂直補剛材の省力化方式,Phase1_optional,パネル内任意位置に垂直補剛材を配置する場合に省力化方式を選択する,省力化方式,選択,NONE,NONE,NONE,省力化方式,NONE,NONE,パネル内任意位置に垂直補剛材を配置する場合は橋梁形式―主桁補剛材の設計方法―省力化方式を選択,MAN-005 5-4-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,26,5.4(1),補剛材データ画面,NONE,NONE,NONE,Evidence,「パネル内任意位置に垂直補剛材を配置する場合は橋梁形式―主桁補剛材の設計方法―省力化方式を選択して下さい」,NONE,NONE,NONE,NONE,extracted
F4-1-061,standard_section,補剛材データ,水平補剛材段数変化数と断面の入力,Phase1_required,水平補剛材段数変化数と水平補剛材断面を入力する,水平補剛材段数変化数,整数,NONE,NONE,NONE,NONE,NONE,NONE,水平補剛材段数変化数と水平補剛材断面を入力。水平補剛材1段の場合は両データが1と入力,MAN-005 5-4-2,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,26,5.4(2),補剛材データ画面,NONE,NONE,NONE,Evidence,「水平補剛材段数変化数と水平補剛材断面をご入力下さい（水平補剛材１段の場合は以下赤い範囲両データが１とご入力して頂く事となります）」,NONE,NONE,NONE,NONE,extracted
F4-1-062,standard_section,床組データ,横桁基本寸法の指定,Phase1_required,横桁高さ関係および添接位置を入力する,横桁基本寸法,操作,NONE,NONE,NONE,全部材指定,NONE,NONE,横桁基本寸法の指定方法を全部材指定と選択されると個々の横桁高さおよび添接位置が入力出来る,MAN-005 5-5-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,27,5.5(1),床組データ画面,NONE,NONE,NONE,Evidence,「横桁高さ関係および添接位置が入力出来ます基本寸法の指定方法を全部材指定と選択されると個々の横桁高さおよび添接位置が入力出来ます」,NONE,NONE,NONE,NONE,extracted
F4-1-063,standard_section,部材名称データ,部材名称の入力,Phase1_required,部材名称を入力する,部材名称,文字列,NONE,NONE,NONE,NONE,NONE,NONE,部材名称データ画面で部材名称を入力,MAN-005 3-3,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,11,3.3,部材名称データ画面,NONE,NONE,NONE,Evidence,「部材名称 データ」,NONE,NONE,NONE,NONE,extracted
F4-1-064,girder_layout,主桁桁端長データ,線形計算との連動,Phase1_required,主桁桁端長は基本的に線形計算より連動される,主桁桁端長,連動,NONE,NONE,NONE,NONE,NONE,あり,NONE,主桁桁端長は基本的に線形計算より連動,MAN-005 3-5,NONE,NONE,NONE,NONE,NONE,MAN-005,NONE,12,3.5,主桁桁端長データ画面,NONE,NONE,Evidence,「基本的に線形計算より連動されております」,NONE,NONE,NONE,NONE,extracted
F4-1-065,cross_slope,床版形状データ,舗装厚＆床版厚の入力,Phase1_required,舗装厚と床版厚を入力する,舗装厚,数値,mm,NONE,NONE,NONE,NONE,NONE,ハンチ計算プログラムにより床版厚等は一度入力されているが以下のダイアログにて入力された床版厚等が設計に使用される,MAN-005 3-2-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,10,3.2(1),舗装厚＆床版厚データ画面,NONE,NONE,NONE,Evidence,「ハンチ計算プログラムにより床版厚等は一度入力されておりますが以下のダイアログにて入力された床版厚等が設計に使用されます」,NONE,NONE,NONE,NONE,extracted
F4-1-066,cross_slope,床版形状データ,片持ち部床版の入力,Phase1_required,片持ち部床版のデータを入力する,片持ち部床版,操作,NONE,NONE,NONE,NONE,NONE,線形計算より連動,地覆幅等は基本的に線形計算より連動されている,MAN-005 3-2-2,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,10,3.2(2),片持ち部床版データ画面,NONE,NONE,NONE,Evidence,「地覆幅等は基本的に線形計算より連動されております」,NONE,NONE,NONE,NONE,extracted
F4-1-067,cross_slope,床版形状データ,床版打ち下しデータの入力,Phase1_required,床版打ち下しのデータを入力する,床版打ち下し,操作,NONE,NONE,NONE,NONE,NONE,線形計算より連動,桁端長は基本的に線形計算より連動されている,MAN-005 3-2-3,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,11,3.2(3),床版打ち下しデータ画面,NONE,NONE,NONE,Evidence,「桁端長は基本的に線形計算より連動されております」,NONE,NONE,NONE,NONE,extracted
F4-1-068,standard_section,床組データ,横桁高さと添接位置の個別入力,Phase1_optional,全部材指定で個々の横桁高さおよび添接位置を入力する,横桁高さ,数値,NONE,NONE,NONE,NONE,NONE,NONE,全部材指定で個々の横桁高さおよび添接位置が入力出来る,MAN-005 5-5-1,NONE,NONE,NONE,NONE,NONE,MAN-005,MAN-005,27,5.5(1),床組データ画面,NONE,NONE,NONE,Evidence,「基本寸法の指定方法を全部材指定と選択されると個々の横桁高さおよび添接位置が入力出来ます」,NONE,NONE,NONE,NONE,extracted
F4-1-069,bridge_type_selection,bridge_type_selection,NONE,Phase1_required,新規作成時に桁形式等を選択するダイアログがある,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,MAN-002,NONE,NONE,NONE,NONE,NONE,NONE,Evidence,新規作成時に桁形式等を選択するダイアログがある,NONE,NONE,NONE,NONE,extracted
F4-1-070,span_configuration,span_configuration,NONE,unknown,不等径間・支間中央等の言及あり。単純桁1径間の専用制約の明記は要追加確認,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,MAN-005,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,不等径間・支間中央等の言及あり。単純桁1径間の専用制約の明記は要追加確認,NONE,NONE,extracted
F4-1-071,skew_angle,skew_angle,NONE,unknown,設計データ入力に斜角専用セクションは先頭目次では未確認。線形/横断関連の可能性,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,MAN-005,NONE,NONE,NONE,NONE,NONE,NONE,Unknown,NONE,NONE,設計データ入力に斜角専用セクションは先頭目次では未確認。線形/横断関連の可能性,NONE,NONE,extracted
F4-1-072,road_width,road_width,NONE,Phase1_required,道路中心・歩道位置・地覆幅等の入力はある。『幅員』という単独項目名の有無は要追加確認,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,MAN-005,NONE,NONE,NONE,NONE,NONE,NONE,Evidence,道路中心・歩道位置・地覆幅等の入力はある。『幅員』という単独項目名の有無は要追加確認,NONE,NONE,NONE,NONE,extracted
