golden_id,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
GIN-0069,load_value.pavement,ENT-LINE-ACL,1.800,kN/m2,1.800,kN/m2,LOAD_VALUE,"LOAD-001,CAL-VAL-P00119-003",LD-009,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: pavement
GIN-0070,load_value.deck,ENT-LINE-ACL,6.325,kN/m2,6.325,kN/m2,LOAD_VALUE,"LOAD-002,CAL-VAL-P00119-006",LD-010,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: deck
GIN-0071,load_value.haunch,ENT-LINE-ACL,2.842,kN/m,2.842,kN/m,LOAD_VALUE,"LOAD-003,CAL-VAL-P00119-007",LD-011,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: haunch AG1/AG2
GIN-0072,load_value.wall_rail,ENT-LINE-ACL,9.920,kN/m,9.920,kN/m,LOAD_VALUE,"LOAD-004,CAL-VAL-P00119-008",LD-012,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: wall rail per side
GIN-0073,load_value.sound_barrier,ENT-LINE-ACL,2.100,kN/m,2.100,kN/m,LOAD_VALUE,"LOAD-005,CAL-VAL-P00119-009",LD-013,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: sound barrier
GIN-0074,load_value.steel,ENT-LINE-ACL,12.000,kN/m,12.000,kN/m,LOAD_VALUE,"LOAD-006,CAL-VAL-P00119-010",LD-014,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: steel per girder
GIN-0075,load_value.inspection,ENT-LINE-ACL,1.000,kN/m,1.000,kN/m,LOAD_VALUE,"LOAD-007,CAL-VAL-P00119-011",LD-015,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: inspection walkway
GIN-0076,load_value.nose,ENT-LINE-ACL,1.000,kN/m,1.000,kN/m,LOAD_VALUE,"LOAD-008,CAL-VAL-P00119-013",LD-016,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: nose
GIN-0077,load_value.curb,ENT-LINE-ACL,2.100,kN/m,2.100,kN/m,LOAD_VALUE,"LOAD-009,CAL-VAL-P00119-012",LD-017,calc_pdf_p119,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Dead load: curb
GIN-0078,load_value.wind_outer,ENT-LINE-ACL,3.00,kN/m2,3.00,kN/m2,LOAD_VALUE,"LOAD-014,CH2-VAL-006",LD-018,calc_pdf_p18,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Design wind load outer side
GIN-0079,load_value.wind_inner,ENT-LINE-ACL,1.50,kN/m2,1.50,kN/m2,LOAD_VALUE,"LOAD-015,CH2-VAL-007",LD-019,calc_pdf_p18,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Design wind load inner side
GIN-0080,load_value.collision_vehicle,ENT-LINE-ACL,13.0,kN/m,13.0,kN/m,LOAD_VALUE,"LOAD-016,CH2-VAL-008",LD-020,calc_pdf_p18,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Vehicle collision load
GIN-0081,load_value.wind_WS,ENT-LINE-ACL,40.06,kN/m,40.06,kN/m,LOAD_VALUE,"LOAD-019,CAL-VAL-P00685-005",LD-021,calc_pdf_p685,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Wind load WS (alpha=1.30)
GIN-0082,load_value.seismic_L1,ENT-LINE-ACL,35.89,kN/m,35.89,kN/m,LOAD_VALUE,"LOAD-021,CAL-VAL-P00686-002",LD-022,calc_pdf_p686,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Level 1 equivalent seismic load
GIN-0083,load_value.wheel_P,ENT-LINE-ACL,100,kN,100,kN,LOAD_VALUE,"LOAD-023,CAL-VAL-P00767-003",LD-023,calc_pdf_p767,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,T-wheel load P=100 kN
GIN-0084,load_value.collision_F,ENT-LINE-ACL,35.0,kN,35.0,kN,LOAD_VALUE,"LOAD-025,CAL-VAL-P00768-001",LD-024,calc_pdf_p768,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,SC class collision load F=35.0 kN
GIN-0085,load_value.node_load.nose_curb_S1_AG1,ENT-LINE-ACL,30,kN,30,kN,LOAD_VALUE,"CAL-TBL-P00125-001,CAL-VAL-P00125-001",LD-028,calc_pdf_p125,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load nose_curb_S1_AG1 applied at panel point
GIN-0086,load_value.node_load.nose_curb_C1_AG1,ENT-LINE-ACL,48,kN,48,kN,LOAD_VALUE,"CAL-TBL-P00125-002,CAL-VAL-P00125-002",LD-029,calc_pdf_p125,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load nose_curb_C1_AG1 applied at panel point
GIN-0087,load_value.node_load.deck_widening_S1_AG1,ENT-LINE-ACL,11,kN,11,kN,LOAD_VALUE,"CAL-TBL-P00125-003,CAL-VAL-P00125-003",LD-030,calc_pdf_p125,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_widening_S1_AG1 applied at panel point
GIN-0088,load_value.node_load.deck_widening_C1_AG1,ENT-LINE-ACL,20,kN,20,kN,LOAD_VALUE,"CAL-TBL-P00125-004,CAL-VAL-P00125-004",LD-031,calc_pdf_p125,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_widening_C1_AG1 applied at panel point
GIN-0089,load_value.node_load.nose_droop_S1_AG1,ENT-LINE-ACL,31,kN,31,kN,LOAD_VALUE,"CAL-TBL-P00128-001,CAL-VAL-P00128-001",LD-032,calc_pdf_p128,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load nose_droop_S1_AG1 applied at panel point
GIN-0090,load_value.node_load.nose_droop_C1_AG1,ENT-LINE-ACL,23,kN,23,kN,LOAD_VALUE,"CAL-TBL-P00128-002,CAL-VAL-P00128-002",LD-033,calc_pdf_p128,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load nose_droop_C1_AG1 applied at panel point
GIN-0091,load_value.node_load.nose_droop_C2_AG1,ENT-LINE-ACL,8,kN,8,kN,LOAD_VALUE,"CAL-TBL-P00128-003,CAL-VAL-P00128-003",LD-034,calc_pdf_p128,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load nose_droop_C2_AG1 applied at panel point
GIN-0092,load_value.node_load.deck_droop_S1_AG1,ENT-LINE-ACL,35,kN,35,kN,LOAD_VALUE,CAL-TBL-P00131-001,LD-035,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_droop_S1_AG1 applied at panel point
GIN-0093,load_value.node_load.deck_droop_S1_AG2,ENT-LINE-ACL,62,kN,62,kN,LOAD_VALUE,CAL-TBL-P00131-002,LD-036,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_droop_S1_AG2 applied at panel point
GIN-0094,load_value.node_load.deck_droop_PR1_AG1,ENT-LINE-ACL,11,kN,11,kN,LOAD_VALUE,CAL-TBL-P00131-003,LD-037,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_droop_PR1_AG1 applied at panel point
GIN-0095,load_value.node_load.deck_droop_PR1_AG2,ENT-LINE-ACL,11,kN,11,kN,LOAD_VALUE,CAL-TBL-P00131-004,LD-038,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_droop_PR1_AG2 applied at panel point
GIN-0096,load_value.node_load.deck_droop_PR2_AG1,ENT-LINE-ACL,11,kN,11,kN,LOAD_VALUE,CAL-TBL-P00131-005,LD-039,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_droop_PR2_AG1 applied at panel point
GIN-0097,load_value.node_load.deck_droop_PR2_AG2,ENT-LINE-ACL,11,kN,11,kN,LOAD_VALUE,CAL-TBL-P00131-006,LD-040,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_droop_PR2_AG2 applied at panel point
GIN-0098,load_value.node_load.deck_droop_S2_AG1,ENT-LINE-ACL,17,kN,17,kN,LOAD_VALUE,CAL-TBL-P00131-007,LD-041,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_droop_S2_AG1 applied at panel point
GIN-0099,load_value.node_load.deck_droop_S2_AG2,ENT-LINE-ACL,17,kN,17,kN,LOAD_VALUE,CAL-TBL-P00131-008,LD-042,calc_pdf_p131,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load deck_droop_S2_AG2 applied at panel point
GIN-0100,load_value.node_load.girder_end_S1_AG1,ENT-LINE-ACL,37,kN,37,kN,LOAD_VALUE,CAL-TBL-P00132-001,LD-043,calc_pdf_p132,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load girder_end_S1_AG1 applied at panel point
GIN-0101,load_value.node_load.girder_end_S1_AG2,ENT-LINE-ACL,44,kN,44,kN,LOAD_VALUE,CAL-TBL-P00132-002,LD-044,calc_pdf_p132,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load girder_end_S1_AG2 applied at panel point
GIN-0102,load_value.node_load.girder_end_S2_AG1,ENT-LINE-ACL,50,kN,50,kN,LOAD_VALUE,CAL-TBL-P00132-003,LD-045,calc_pdf_p132,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load girder_end_S2_AG1 applied at panel point
GIN-0103,load_value.node_load.girder_end_S2_AG2,ENT-LINE-ACL,50,kN,50,kN,LOAD_VALUE,CAL-TBL-P00132-004,LD-046,calc_pdf_p132,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load girder_end_S2_AG2 applied at panel point
GIN-0104,load_value.node_load.wrapping_S1_AG1,ENT-LINE-ACL,215,kN,215,kN,LOAD_VALUE,CAL-TBL-P00133-011,LD-047,calc_pdf_p133,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load wrapping_S1_AG1 applied at panel point
GIN-0105,load_value.node_load.wrapping_S1_AG2,ENT-LINE-ACL,215,kN,215,kN,LOAD_VALUE,CAL-TBL-P00133-012,LD-048,calc_pdf_p133,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load wrapping_S1_AG2 applied at panel point
GIN-0106,load_value.node_load.wrapping_S2_AG1,ENT-LINE-ACL,226,kN,226,kN,LOAD_VALUE,CAL-TBL-P00134-001,LD-049,calc_pdf_p134,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load wrapping_S2_AG1 applied at panel point
GIN-0107,load_value.node_load.wrapping_S2_AG2,ENT-LINE-ACL,226,kN,226,kN,LOAD_VALUE,CAL-TBL-P00134-002,LD-050,calc_pdf_p134,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load wrapping_S2_AG2 applied at panel point
GIN-0108,load_value.node_load.wrapping_PR1_AG1,ENT-LINE-ACL,283,kN,283,kN,LOAD_VALUE,CAL-TBL-P00134-003,LD-051,calc_pdf_p134,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load wrapping_PR1_AG1 applied at panel point
GIN-0109,load_value.node_load.wrapping_PR1_AG2,ENT-LINE-ACL,283,kN,283,kN,LOAD_VALUE,CAL-TBL-P00134-004,LD-052,calc_pdf_p134,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load wrapping_PR1_AG2 applied at panel point
GIN-0110,load_value.node_load.wrapping_PR2_AG1,ENT-LINE-ACL,283,kN,283,kN,LOAD_VALUE,CAL-TBL-P00134-005,LD-053,calc_pdf_p134,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load wrapping_PR2_AG1 applied at panel point
GIN-0111,load_value.node_load.wrapping_PR2_AG2,ENT-LINE-ACL,283,kN,283,kN,LOAD_VALUE,CAL-TBL-P00134-006,LD-054,calc_pdf_p134,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nodal concentrated load wrapping_PR2_AG2 applied at panel point
GIN-0112,load_application.distributed_dead_load,ENT-LINE-ACL,,,,,LOAD_VALUE,"CAL-FIG-P00137-001,CAL-FIG-P00118-001,CAL-NOT-P00119-001,CAL-NOT-P00119-002",LD-057,calc_pdf_p137,,CALCULATION,MEDIUM,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with MEDIUM confidence,,,H29_REFERENCE,Distributed dead loads applied per girder line / deck strip (load diagram)
GIN-0113,load_application.panel_point_loads,ENT-LINE-ACL,,,,,LOAD_VALUE,"CAL-FIG-P00138-001,CAL-NOT-P00119-003,CAL-TBL-P00125-001,CAL-TBL-P00131-001",LD-058,calc_pdf_p138,,CALCULATION,MEDIUM,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from load layer; Phase 2-II candidate with MEDIUM confidence,,,H29_REFERENCE,"Concentrated loads applied at panel points (S1, C1, C2, PR1, PR2, S2)"
GIN-0114,node.1001.coordinate,ENT-GIRDER-AG1,"X=1.21766 m, Y=1.47689 m",,"X=1.21766 m, Y=1.47689 m",,COORDINATE,"CAL-TBL-P00141-001,CAL-TBL-P00141-002,CAL-FIG-P00142-001,STRMOD-003",SM-001,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,"Node 1001 coordinate (X=1.21766 m, Y=1.47689 m)"
GIN-0115,node.1027.coordinate,ENT-GIRDER-AG1,"X=132.76045 m, Y=1.55372 m",,"X=132.76045 m, Y=1.55372 m",,COORDINATE,"CAL-TBL-P00141-001,CAL-TBL-P00141-002,CAL-FIG-P00142-001,STRMOD-003",SM-027,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,"Node 1027 coordinate (X=132.76045 m, Y=1.55372 m)"
GIN-0116,node.2001.coordinate,ENT-GIRDER-AG2,"X=1.46395 m, Y=-3.02859 m",,"X=1.46395 m, Y=-3.02859 m",,COORDINATE,"CAL-TBL-P00141-001,CAL-TBL-P00141-002,CAL-FIG-P00142-001,STRMOD-003",SM-028,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,"Node 2001 coordinate (X=1.46395 m, Y=-3.02859 m)"
GIN-0117,node.2027.coordinate,ENT-GIRDER-AG2,"X=132.55077 m, Y=-2.94155 m",,"X=132.55077 m, Y=-2.94155 m",,COORDINATE,"CAL-TBL-P00141-001,CAL-TBL-P00141-002,CAL-FIG-P00142-001,STRMOD-003",SM-054,calc_pdf_p141,,CALCULATION,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,"Node 2027 coordinate (X=132.55077 m, Y=-2.94155 m)"
GIN-0118,member.AG1,ENT-GIRDER-AG1,AG1,,AG1,,member_id,"DWG-MEM-AG1,MEMID-001",SM-055,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Main girder AG1
GIN-0119,member.AG2,ENT-GIRDER-AG2,AG2,,AG2,,member_id,"DWG-MEM-AG2,MEMID-002",SM-056,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Main girder AG2
GIN-0120,member.GE1,ENT-XBEAM-GE1,GE1,,GE1,,member_id,"DWG-MEM-GE1,MEMID-003",SM-057,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,End cross beam GE1
GIN-0121,member.GE2,ENT-XBEAM-GE2,GE2,,GE2,,member_id,"DWG-MEM-GE2,MEMID-004",SM-058,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,End cross beam GE2
GIN-0122,member.C1-C7,ENT-XBEAM-C1C7,C1-C7,,C1-C7,,member_id,"DWG-MEM-C1C7,MEMID-009",SM-059,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C1-C7
GIN-0123,member.C8-C13,ENT-XBEAM-C8C13,C8-C13,,C8-C13,,member_id,"DWG-MEM-C8C13,MEMID-010",SM-060,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C8-C13
GIN-0124,member.C14-C20,ENT-XBEAM-C14C20,C14-C20,,C14-C20,,member_id,"DWG-MEM-C14C20,MEMID-011",SM-061,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C14-C20
GIN-0125,member.C21-C23,ENT-XBEAM-C21C23,C21-C23,,C21-C23,,member_id,"DWG-MEM-C21C23,MEMID-012",SM-062,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Intermediate cross beams C21-C23
GIN-0126,member.A-L1,ENT-BRACE-AL1,A-L1,,A-L1,,member_id,"DWG-MEM-AL1,MEMID-013",SM-063,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Lateral bracing A-L1
GIN-0127,member.A-L2,ENT-BRACE-AL2,A-L2,,A-L2,,member_id,"DWG-MEM-AL2,MEMID-014",SM-064,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Lateral bracing A-L2
GIN-0128,member.STUD,ENT-STUD,STUD,,STUD,,member_id,"DWG-MEM-STUD,MEMID-015",SM-065,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Head stud phi22
GIN-0129,member.V-STIFF,ENT-STIFF-VSTIFF,V-STIFF,,V-STIFF,,member_id,"DWG-MEM-VSTIFF,MEMID-016",SM-066,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Vertical stiffener
GIN-0130,member.JACK-STIFF,ENT-STIFF-JACKSTIFF,JACK-STIFF,,JACK-STIFF,,member_id,"DWG-MEM-JACKSTIFF,MEMID-017",SM-067,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Jack-up stiffener
GIN-0131,member.SOLE-PL,ENT-SOLEPL,SOLE-PL,,SOLE-PL,,member_id,"DWG-MEM-SOLEPL,MEMID-018",SM-068,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Sole plate
GIN-0132,member.NOSE,ENT-NOSE,NOSE,,NOSE,,member_id,"DWG-MEM-NOSE,MEMID-019",SM-069,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nose section
GIN-0133,member.H-NO1,ENT-NOSE-HNO1,H-NO1,,H-NO1,,member_id,"DWG-MEM-HNO1,MEMID-020",SM-070,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Nose section H-NO1
GIN-0134,member.S1,ENT-SUPPORT-PU15,S1,,S1,,member_id,"DWG-MEM-S1,MEMID-005",SM-071,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Support S1 (PU15)
GIN-0135,member.S2,ENT-SUPPORT-AR2,S2,,S2,,member_id,"DWG-MEM-S2,MEMID-006",SM-072,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Support S2 (AR2)
GIN-0136,member.PR1,ENT-SUPPORT-PR1,PR1,,PR1,,member_id,"DWG-MEM-PR1,MEMID-007",SM-073,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Pier support PR1
GIN-0137,member.PR2,ENT-SUPPORT-PR2,PR2,,PR2,,member_id,"DWG-MEM-PR2,MEMID-008",SM-074,,DWG-S011,DRAWING,HIGH,UNVERIFIED,APPROVED_INPUT_GOLDEN,SOURCE_INPUT from structural_model layer; Phase 2-II candidate with HIGH confidence,,,H29_REFERENCE,Pier support PR2
