feature_id,disposition,phase_note,rationale,blocker_ids,related_requirement_ids
F4-P6-006,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-007,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-008,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-009,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-010,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-011,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-012,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-013,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-014,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-015,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-016,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-017,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-018,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-019,PHASE1_SUPPORTING,1,Approximate steel weight supports analysis assumptions.,,REQ-5C-0101
F4-P6-020,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-021,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-022,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-023,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-024,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-025,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-026,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-027,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-028,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-029,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-030,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-031,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-032,PHASE1_SUPPORTING,1,Approximate steel weight supports analysis assumptions.,,REQ-5C-0101
F4-P6-033,PHASE1_SUPPORTING,1,Approximate steel weight supports analysis assumptions.,,REQ-5C-0101
F4-P6-034,PHASE1_SUPPORTING,1,Approximate steel weight supports analysis assumptions.,,REQ-5C-0101
F4-P6-035,PHASE1_SUPPORTING,1,Approximate steel weight supports analysis assumptions.,,REQ-5C-0101
F4-P6-036,PHASE1_SUPPORTING,1,Approximate steel weight supports analysis assumptions.,,REQ-5C-0101
F4-P6-037,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-038,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-039,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-040,PHASE1_SUPPORTING,1,Approximate steel weight supports analysis assumptions.,,REQ-5C-0101
F4-P6-041,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-042,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-043,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-044,OUT_OF_PRODUCT_SCOPE,2+,Legacy external desktop dependency (handoff adoption_candidate); OSS uses JSON/IF3/CSV/PDF/DXF per P03.,,
F4-P6-045,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-046,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-047,DUPLICATE_ALIAS,1,Listed in feature_aliases.csv as same_name_multi_evidence alias.,,
F4-P6-048,PHASE1_SUPPORTING,1,Approximate steel weight supports analysis assumptions.,,REQ-5C-0101
F4-P6-049,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P6-050,DUPLICATE_ALIAS,1,Listed in feature_aliases.csv as same_name_multi_evidence alias.,,
F4-P6-051,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-052,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-053,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P6-054,PHASE1_REQUIRED,1,Catalog marks Phase1_required; mapped to supporting path pending design.,BLK-S1-001,
F4-P6-055,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-056,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-057,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-058,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-059,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
F4-P6-060,LATER_PHASE,2+,Formal drawing/CAD/audit outputs deferred; semantic reports partial via CAP-OUT-*.,BLK-S1-003,
