candidate_id,golden_id,field_path,promotion_status,source_priority,confidence,domain
RP-145,G-RPT-0783,report.note.CH2-NOTE-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-146,G-RPT-0784,report.note.CH2-NOTE-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-147,G-RPT-0785,report.note.CH2-NOTE-004,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-148,G-RPT-0786,report.note.CH2-NOTE-005,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-149,G-RPT-0787,report.note.CH2-NOTE-006,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-150,G-RPT-0788,report.note.CH2-NOTE-007,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-151,G-RPT-0789,report.note.CH2-NOTE-008,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-152,G-RPT-0790,report.note.CH2-NOTE-009,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-266,G-RPT-0791,report.note.CAL-NOT-P00117-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-267,G-RPT-0792,report.note.CAL-NOT-P00117-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-268,G-RPT-0793,report.note.CAL-NOT-P00117-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-269,G-RPT-0794,report.note.CAL-NOT-P00118-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-270,G-RPT-0795,report.note.CAL-NOT-P00118-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-271,G-RPT-0796,report.note.CAL-NOT-P00119-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-272,G-RPT-0797,report.note.CAL-NOT-P00119-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-273,G-RPT-0798,report.note.CAL-NOT-P00119-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-274,G-RPT-0799,report.note.CAL-NOT-P00122-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-275,G-RPT-0800,report.note.CAL-NOT-P00122-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-276,G-RPT-0801,report.note.CAL-NOT-P00124-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-277,G-RPT-0802,report.note.CAL-NOT-P00125-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-278,G-RPT-0803,report.note.CAL-NOT-P00128-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-279,G-RPT-0804,report.note.CAL-NOT-P00129-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-280,G-RPT-0805,report.note.CAL-NOT-P00129-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-281,G-RPT-0806,report.note.CAL-NOT-P00129-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-282,G-RPT-0807,report.note.CAL-NOT-P00131-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-283,G-RPT-0808,report.note.CAL-NOT-P00133-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-284,G-RPT-0809,report.note.CAL-NOT-P00133-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-285,G-RPT-0810,report.note.CAL-NOT-P00133-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-286,G-RPT-0811,report.note.CAL-NOT-P00135-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-287,G-RPT-0812,report.note.CAL-NOT-P00136-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-288,G-RPT-0813,report.note.CAL-NOT-P00140-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-289,G-RPT-0814,report.note.CAL-NOT-P00145-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-290,G-RPT-0815,report.note.CAL-NOT-P00149-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-291,G-RPT-0816,report.note.CAL-NOT-P00222-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-292,G-RPT-0817,report.note.CAL-NOT-P00223-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-293,G-RPT-0818,report.note.CAL-NOT-P00223-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-545,G-RPT-0819,report.note.SRC-calculation_chapter_03_section_3_2_notes-001,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-546,G-RPT-0820,report.note.SRC-calculation_chapter_03_section_3_2_notes-002,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-547,G-RPT-0821,report.note.SRC-calculation_chapter_03_section_3_2_notes-003,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-548,G-RPT-0822,report.note.SRC-calculation_chapter_03_section_3_2_notes-004,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-549,G-RPT-0823,report.note.SRC-calculation_chapter_03_section_3_2_notes-005,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-550,G-RPT-0824,report.note.SRC-calculation_chapter_03_section_3_2_notes-006,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-551,G-RPT-0825,report.note.SRC-calculation_chapter_03_section_3_2_notes-007,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-552,G-RPT-0826,report.note.SRC-calculation_chapter_03_section_3_2_notes-008,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-553,G-RPT-0827,report.note.SRC-calculation_chapter_03_section_3_2_notes-009,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-554,G-RPT-0828,report.note.SRC-calculation_chapter_03_section_3_2_notes-010,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-555,G-RPT-0829,report.note.SRC-calculation_chapter_03_section_3_2_notes-011,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-556,G-RPT-0830,report.note.SRC-calculation_chapter_03_section_3_2_notes-012,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-557,G-RPT-0831,report.note.SRC-calculation_chapter_03_section_3_2_notes-013,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-558,G-RPT-0832,report.note.SRC-calculation_chapter_03_section_3_2_notes-014,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-559,G-RPT-0833,report.note.SRC-calculation_chapter_03_section_3_2_notes-015,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-560,G-RPT-0834,report.note.SRC-calculation_chapter_03_section_3_2_notes-016,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-561,G-RPT-0835,report.note.SRC-calculation_chapter_03_section_3_2_notes-017,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-562,G-RPT-0836,report.note.SRC-calculation_chapter_03_section_3_2_notes-018,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-563,G-RPT-0837,report.note.SRC-calculation_chapter_03_section_3_2_notes-019,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-564,G-RPT-0838,report.note.SRC-calculation_chapter_03_section_3_2_notes-020,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-565,G-RPT-0839,report.note.SRC-calculation_chapter_03_section_3_2_notes-021,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-566,G-RPT-0840,report.note.SRC-calculation_chapter_03_section_3_2_notes-022,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-567,G-RPT-0841,report.note.SRC-calculation_chapter_03_section_3_2_notes-023,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-568,G-RPT-0842,report.note.SRC-calculation_chapter_03_section_3_2_notes-024,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-569,G-RPT-0843,report.note.SRC-calculation_chapter_03_section_3_2_notes-025,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-570,G-RPT-0844,report.note.SRC-calculation_chapter_03_section_3_2_notes-026,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-571,G-RPT-0845,report.note.SRC-calculation_chapter_03_section_3_2_notes-027,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-572,G-RPT-0846,report.note.SRC-calculation_chapter_03_section_3_2_notes-028,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-573,G-RPT-0847,report.note.SRC-calculation_chapter_03_section_3_2_notes-029,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-574,G-RPT-0848,report.note.SRC-calculation_chapter_03_section_3_2_notes-030,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-575,G-RPT-0849,report.note.SRC-calculation_chapter_03_section_3_2_notes-031,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-576,G-RPT-0850,report.note.SRC-calculation_chapter_03_section_3_2_notes-032,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-577,G-RPT-0851,report.note.SRC-calculation_chapter_03_section_3_2_notes-033,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-578,G-RPT-0852,report.note.SRC-calculation_chapter_03_section_3_2_notes-034,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-579,G-RPT-0853,report.note.SRC-calculation_chapter_03_section_3_2_notes-035,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-580,G-RPT-0854,report.note.SRC-calculation_chapter_03_section_3_2_notes-036,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-717,G-RPT-0855,report.note.CAL-NOT-P00676-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-718,G-RPT-0856,report.note.CAL-NOT-P00676-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-719,G-RPT-0857,report.note.CAL-NOT-P00676-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-720,G-RPT-0858,report.note.CAL-NOT-P00677-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-721,G-RPT-0859,report.note.CAL-NOT-P00677-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-722,G-RPT-0860,report.note.CAL-NOT-P00679-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-723,G-RPT-0861,report.note.CAL-NOT-P00685-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-724,G-RPT-0862,report.note.CAL-NOT-P00686-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-725,G-RPT-0863,report.note.CAL-NOT-P00689-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-797,G-RPT-0864,report.note.CAL-NOT-P00766-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-798,G-RPT-0865,report.note.CAL-NOT-P00768-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-799,G-RPT-0866,report.note.CAL-NOT-P00769-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-800,G-RPT-0867,report.note.CAL-NOT-P00770-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-801,G-RPT-0868,report.note.CAL-NOT-P00773-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-863,G-RPT-0869,report.note.CAL-NOT-P00789-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-864,G-RPT-0870,report.note.CAL-NOT-P00789-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-865,G-RPT-0871,report.note.CAL-NOT-P00789-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-866,G-RPT-0872,report.note.CAL-NOT-P00791-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-867,G-RPT-0873,report.note.CAL-NOT-P00792-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-912,G-RPT-0874,report.note.CAL-NOT-P00818-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-913,G-RPT-0875,report.note.CAL-NOT-P00818-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-914,G-RPT-0876,report.note.CAL-NOT-P00818-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-915,G-RPT-0877,report.note.CAL-NOT-P00818-004,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-916,G-RPT-0878,report.note.CAL-NOT-P00819-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-917,G-RPT-0879,report.note.CAL-NOT-P00820-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-918,G-RPT-0880,report.note.CAL-NOT-P00821-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-966,G-RPT-0881,report.note.CAL-NOT-P00843-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-967,G-RPT-0882,report.note.CAL-NOT-P00845-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-968,G-RPT-0883,report.note.CAL-NOT-P00846-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-969,G-RPT-0884,report.note.CAL-NOT-P00848-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-970,G-RPT-0885,report.note.CAL-NOT-P00851-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-971,G-RPT-0886,report.note.CAL-NOT-P00854-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-972,G-RPT-0887,report.note.CAL-NOT-P00860-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1024,G-RPT-0888,report.note.CAL-NOT-P00873-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1025,G-RPT-0889,report.note.CAL-NOT-P00873-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1026,G-RPT-0890,report.note.CAL-NOT-P00873-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1027,G-RPT-0891,report.note.CAL-NOT-P00873-004,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1028,G-RPT-0892,report.note.CAL-NOT-P00873-005,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1029,G-RPT-0893,report.note.CAL-NOT-P00873-006,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1030,G-RPT-0894,report.note.CAL-NOT-P00873-007,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1031,G-RPT-0895,report.note.CAL-NOT-P00873-008,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1032,G-RPT-0896,report.note.CAL-NOT-P00873-009,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1033,G-RPT-0897,report.note.CAL-NOT-P00873-010,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1034,G-RPT-0898,report.note.CAL-NOT-P00873-011,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1035,G-RPT-0899,report.note.CAL-NOT-P00873-012,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1036,G-RPT-0900,report.note.CAL-NOT-P00874-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1037,G-RPT-0901,report.note.CAL-NOT-P00874-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1038,G-RPT-0902,report.note.CAL-NOT-P00894-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1039,G-RPT-0903,report.note.CAL-NOT-P00904-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1155,G-RPT-0904,report.note.CAL-NOT-P01284-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1156,G-RPT-0905,report.note.CAL-NOT-P01284-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1157,G-RPT-0906,report.note.CAL-NOT-P01284-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1158,G-RPT-0907,report.note.CAL-NOT-P01284-004,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1159,G-RPT-0908,report.note.CAL-NOT-P01285-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1160,G-RPT-0909,report.note.CAL-NOT-P01286-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1161,G-RPT-0910,report.note.CAL-NOT-P01286-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1162,G-RPT-0911,report.note.CAL-NOT-P01318-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1163,G-RPT-0912,report.note.CAL-NOT-P01318-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1164,G-RPT-0913,report.note.CAL-NOT-P01319-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1165,G-RPT-0914,report.note.CAL-NOT-P01319-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1166,G-RPT-0915,report.note.CAL-NOT-P01319-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1167,G-RPT-0916,report.note.CAL-NOT-P01319-004,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1168,G-RPT-0917,report.note.CAL-NOT-P01322-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1169,G-RPT-0918,report.note.CAL-NOT-P01778-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1170,G-RPT-0919,report.note.CAL-NOT-P01947-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1381,G-RPT-0920,report.note.CH5-NOTE-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1382,G-RPT-0921,report.note.CH5-NOTE-002,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1383,G-RPT-0922,report.note.CH5-NOTE-003,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1384,G-RPT-0923,report.note.CH5-NOTE-004,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1385,G-RPT-0924,report.note.CH5-NOTE-005,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1386,G-RPT-0925,report.note.CH5-NOTE-006,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1387,G-RPT-0926,report.note.CH5-NOTE-007,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1388,G-RPT-0927,report.note.CH5-NOTE-008,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1389,G-RPT-0928,report.note.CH5-NOTE-009,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1390,G-RPT-0929,report.note.CH5-NOTE-010,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1391,G-RPT-0930,report.note.CH5-NOTE-011,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1392,G-RPT-0931,report.note.CH5-NOTE-012,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1393,G-RPT-0932,report.note.CH5-NOTE-013,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1394,G-RPT-0933,report.note.CH5-NOTE-014,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1395,G-RPT-0934,report.note.CH5-NOTE-015,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1396,G-RPT-0935,report.note.CH5-NOTE-016,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1397,G-RPT-0936,report.note.CH5-NOTE-017,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1398,G-RPT-0937,report.note.CH5-NOTE-018,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1399,G-RPT-0938,report.note.CH5-NOTE-019,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1400,G-RPT-0939,report.note.CH5-NOTE-020,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1401,G-RPT-0940,report.note.CH5-NOTE-021,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-1402,G-RPT-0941,report.note.CH5-NOTE-022,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-133,G-RPT-0942,report.formula.CH2-FML-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-136,G-RPT-0943,report.formula.CH2-FML-004,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-261,G-RPT-0944,report.formula.CAL-FML-P00135-001,APPROVED_REPORT_DRAWING_GOLDEN,CALCULATION,HIGH,report
RP-519,G-RPT-0945,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-001,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-520,G-RPT-0946,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-002,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-521,G-RPT-0947,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-003,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-522,G-RPT-0948,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-004,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-523,G-RPT-0949,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-005,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-524,G-RPT-0950,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-006,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-525,G-RPT-0951,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-007,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-526,G-RPT-0952,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-008,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-527,G-RPT-0953,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-009,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-528,G-RPT-0954,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-010,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-529,G-RPT-0955,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-011,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-530,G-RPT-0956,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-012,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-531,G-RPT-0957,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-013,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-532,G-RPT-0958,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-014,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-533,G-RPT-0959,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-015,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-534,G-RPT-0960,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-016,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-535,G-RPT-0961,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-017,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-536,G-RPT-0962,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-018,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-537,G-RPT-0963,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-019,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-538,G-RPT-0964,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-020,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-539,G-RPT-0965,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-021,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-540,G-RPT-0966,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-022,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-541,G-RPT-0967,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-023,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-542,G-RPT-0968,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-024,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-543,G-RPT-0969,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-025,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
RP-544,G-RPT-0970,report.formula.SRC-calculation_chapter_03_section_3_2_formulas-026,APPROVED_REPORT_DRAWING_GOLDEN,UNKNOWN,HIGH,report
