candidate_id,entity_id,candidate_layer,field_path_candidate,semantic_class,raw_value,raw_unit,normalized_value,normalized_unit,normalization_rule_id,source_record_ids,calculation_locator,drawing_locator,confidence,verification_status,parity_status,adoption_status,issue_id,conflict_id,human_confirmation_id,phase3_action,notes
RP-580,ENT-LINE-ACL,report,report.note.SRC-calculation_chapter_03_section_3_2_notes-036,NOTE,Bolt design: needs both limit state 1 (slip) and limit state 3 (bolt fracture) checks,,,,NOR-011,SRC-calculation_chapter_03_section_3_2_notes-036,,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind bolt).
RP-717,ENT-LINE-ACL,report,report.note.CAL-NOT-P00676-001,NOTE,横桁は主桁間荷重分配+風/地震水平力に抵抗,,,,NOR-011,CAL-NOT-P00676-001,calc_pdf_p676,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-718,ENT-LINE-ACL,report,report.note.CAL-NOT-P00676-002,NOTE,中間横桁WLは微小省略 支点上横桁は水平力として作用,,,,NOR-011,CAL-NOT-P00676-002,calc_pdf_p676,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-719,ENT-LINE-ACL,report,report.note.CAL-NOT-P00676-003,NOTE,床版/鋼桁温度差影響は地震L2等に比べ小さいので省略,,,,NOR-011,CAL-NOT-P00676-003,calc_pdf_p676,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-720,ENT-LINE-ACL,report,report.note.CAL-NOT-P00677-001,NOTE,支点上横桁は巻き立てコンクリート剛性考慮しない,,,,NOR-011,CAL-NOT-P00677-001,calc_pdf_p677,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-721,ENT-LINE-ACL,report,report.note.CAL-NOT-P00677-002,NOTE,継手計算はL2地震時断面決定 実応力度計算,,,,NOR-011,CAL-NOT-P00677-002,calc_pdf_p677,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-722,ENT-LINE-ACL,report,report.note.CAL-NOT-P00679-001,NOTE,荷重係数考慮設計値:死荷重1.05 活荷重1.25 施工1.05,,,,NOR-011,CAL-NOT-P00679-001,calc_pdf_p679,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-723,ENT-LINE-ACL,report,report.note.CAL-NOT-P00685-001,NOTE,鋼桁部風荷重Wg=13.34kN/m 横桁設計用,,,,NOR-011,CAL-NOT-P00685-001,calc_pdf_p685,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-724,ENT-LINE-ACL,report,report.note.CAL-NOT-P00686-001,NOTE,横桁設計:横桁風/地震反力使用 ずれ止め設計:床版部反力使用,,,,NOR-011,CAL-NOT-P00686-001,calc_pdf_p686,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-725,ENT-LINE-ACL,report,report.note.CAL-NOT-P00689-001,NOTE,曲率影響による下フランジ付加応力に横桁が抵抗,,,,NOR-011,CAL-NOT-P00689-001,calc_pdf_p689,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-797,ENT-LINE-ACL,report,report.note.CAL-NOT-P00766-001,NOTE,端ブラケットS1/S2支承線 床版作用力直接載荷 死荷重45度分布,,,,NOR-011,CAL-NOT-P00766-001,calc_pdf_p766,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-798,ENT-LINE-ACL,report,report.note.CAL-NOT-P00768-001,NOTE,衝突F=35.0kN(SC種) 愛知県橋梁設計手引,,,,NOR-011,CAL-NOT-P00768-001,calc_pdf_p768,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-799,ENT-LINE-ACL,report,report.note.CAL-NOT-P00769-001,NOTE,衝突k=0.765 道示II11.12,,,,NOR-011,CAL-NOT-P00769-001,calc_pdf_p769,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-800,ENT-LINE-ACL,report,report.note.CAL-NOT-P00770-001,NOTE,SM400 σyk=235 τyk=135 N/mm2,,,,NOR-011,CAL-NOT-P00770-001,calc_pdf_p770,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind material_property).
RP-801,ENT-LINE-ACL,report,report.note.CAL-NOT-P00773-001,NOTE,"垂直補剛PL80x9 Iv=1,536,000mm4 水平省略",,,,NOR-011,CAL-NOT-P00773-001,calc_pdf_p773,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_result).
RP-863,ENT-LINE-ACL,report,report.note.CAL-NOT-P00789-001,NOTE,横構+横桁+対傾構で鋼桁形状保持+風/地震力伝達,,,,NOR-011,CAL-NOT-P00789-001,calc_pdf_p789,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-864,ENT-LINE-ACL,report,report.note.CAL-NOT-P00789-002,NOTE,ダブルワーレンX配置引張部材 細長比一次部材,,,,NOR-011,CAL-NOT-P00789-002,calc_pdf_p789,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-865,ENT-LINE-ACL,report,report.note.CAL-NOT-P00789-003,NOTE,ガセット厚横構フランジ厚に合わせる,,,,NOR-011,CAL-NOT-P00789-003,calc_pdf_p789,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-866,ENT-LINE-ACL,report,report.note.CAL-NOT-P00791-001,NOTE,Keq=0.765 抵抗側係数作用側乗じ常時換算,,,,NOR-011,CAL-NOT-P00791-001,calc_pdf_p791,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-867,ENT-LINE-ACL,report,report.note.CAL-NOT-P00792-001,NOTE,支点部参考値 最大1294.90kN(D-10096),,,,NOR-011,CAL-NOT-P00792-001,calc_pdf_p792,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-912,ENT-LINE-ACL,report,report.note.CAL-NOT-P00818-001,NOTE,鉄筋量0.15%以上 最大径32mm 最大間隔300mm 道示III5.2,,,,NOR-011,CAL-NOT-P00818-001,calc_pdf_p818,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-913,ENT-LINE-ACL,report,report.note.CAL-NOT-P00818-002,NOTE,下端突起部橋軸方向力は横桁上下FLG補強部材(ラテラル)で負担,,,,NOR-011,CAL-NOT-P00818-002,calc_pdf_p818,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-914,ENT-LINE-ACL,report,report.note.CAL-NOT-P00818-003,NOTE,下端突起部は補強部材位置固定片持ち梁計算,,,,NOR-011,CAL-NOT-P00818-003,calc_pdf_p818,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-915,ENT-LINE-ACL,report,report.note.CAL-NOT-P00818-004,NOTE,本体(横桁部)面外曲げ/ねじりモーメント生じない,,,,NOR-011,CAL-NOT-P00818-004,calc_pdf_p818,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-916,ENT-LINE-ACL,report,report.note.CAL-NOT-P00819-001,NOTE,S1 B=1500 H=2280 D19@250 7段x3=21本 D25@250 4本,,,,NOR-011,CAL-NOT-P00819-001,calc_pdf_p819,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-917,ENT-LINE-ACL,report,report.note.CAL-NOT-P00820-001,NOTE,S2 B=1500 H=2400 D19@250 7段x3=21本 D25@250 4本,,,,NOR-011,CAL-NOT-P00820-001,calc_pdf_p820,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-918,ENT-LINE-ACL,report,report.note.CAL-NOT-P00821-001,NOTE,PR1/PR2 B=2000 H=2400 D19@250 7段x4=28本 D25@250 4本,,,,NOR-011,CAL-NOT-P00821-001,calc_pdf_p821,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-966,ENT-LINE-ACL,report,report.note.CAL-NOT-P00843-001,NOTE,疲労照査:耐久性能 荷重係数乗じない特性値で計算,,,,NOR-011,CAL-NOT-P00843-001,calc_pdf_p843,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-967,ENT-LINE-ACL,report,report.note.CAL-NOT-P00845-001,NOTE,照査必要判定 道示II表8.2.1 3径間連続D-G SM520/490Y/400 L=40.020 ADTT=379,,,,NOR-011,CAL-NOT-P00845-001,calc_pdf_p845,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-968,ENT-LINE-ACL,report,report.note.CAL-NOT-P00846-001,NOTE,gammaF2=(LogLB1+1.50)/3.0 道示II表8.2.2 gammaa=0.8多主桁橋,,,,NOR-011,CAL-NOT-P00846-001,calc_pdf_p846,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-969,ENT-LINE-ACL,report,report.note.CAL-NOT-P00848-001,NOTE,11照査点 D/E/G等級 No.1腹板+横桁下FLG G No.2上FLG+スタッドE,,,,NOR-011,CAL-NOT-P00848-001,calc_pdf_p848,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_result).
RP-970,ENT-LINE-ACL,report,report.note.CAL-NOT-P00851-001,NOTE,No.1 G:簡便54>32 NG 詳細D=0.26<=1.0 OK,,,,NOR-011,CAL-NOT-P00851-001,calc_pdf_p851,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_result).
RP-971,ENT-LINE-ACL,report,report.note.CAL-NOT-P00854-001,NOTE,No.2 E:delta_sigma=80 CR=1.30(応力比R=2.25>1.00),,,,NOR-011,CAL-NOT-P00854-001,calc_pdf_p854,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_result).
RP-972,ENT-LINE-ACL,report,report.note.CAL-NOT-P00860-001,NOTE,横桁疲労:主桁同様F荷重載荷応力範囲照査,,,,NOR-011,CAL-NOT-P00860-001,calc_pdf_p860,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1024,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-001,NOTE,構造解析は主桁/横桁からなる平面格子モデル。死荷重・活荷重を載荷。,,,,NOR-011,CAL-NOT-P00873-001,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1025,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-002,NOTE,構造解析上の節点は横断線位置/断面変化位置/0.15L位置とする,,,,NOR-011,CAL-NOT-P00873-002,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1026,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-003,NOTE,0.15L位置:中間支点上付近の床版に引張応力が発生する範囲の境界位置,,,,NOR-011,CAL-NOT-P00873-003,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1027,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-004,NOTE,床版一括打設とし解析モデルは合成前と合成後の2つ,,,,NOR-011,CAL-NOT-P00873-004,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1028,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-005,NOTE,合成前解析は鋼桁剛度とし床版荷重を全長に載荷,,,,NOR-011,CAL-NOT-P00873-005,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1029,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-006,NOTE,合成後解析は鋼桁と床版の合成断面剛度,,,,NOR-011,CAL-NOT-P00873-006,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1030,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-007,NOTE,主桁剛度及び横桁剛度は曲げ剛度のみを考慮,,,,NOR-011,CAL-NOT-P00873-007,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1031,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-008,NOTE,主桁合成後の曲げ剛度は床版有効幅より算出,,,,NOR-011,CAL-NOT-P00873-008,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1032,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-009,NOTE,主桁合成後剛度算出時のヤング係数比はn=7,,,,NOR-011,CAL-NOT-P00873-009,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1033,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-010,NOTE,中間支点上より0.15L位置間の合成後曲げ剛度は合成断面剛度より算出,,,,NOR-011,CAL-NOT-P00873-010,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1034,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-011,NOTE,クリープ/乾燥収縮/温度差による断面力・たわみ 道示Ⅱ14.2.2～14.2.4,,,,NOR-011,CAL-NOT-P00873-011,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-1035,ENT-LINE-ACL,report,report.note.CAL-NOT-P00873-012,NOTE,解析プログラム:鋼橋自動設計システムAPOLLO Analyzer 株式会社横河技術情報,,,,NOR-011,CAL-NOT-P00873-012,calc_pdf_p873,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind tool_reference).
RP-1036,ENT-LINE-ACL,report,report.note.CAL-NOT-P00874-001,NOTE,荷重強度は荷重係数を乗じていない荷重の特性値,,,,NOR-011,CAL-NOT-P00874-001,calc_pdf_p874,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_condition).
RP-1037,ENT-LINE-ACL,report,report.note.CAL-NOT-P00874-002,NOTE,PU15付近の左側壁高欄部はノーズ部荷重を考慮,,,,NOR-011,CAL-NOT-P00874-002,calc_pdf_p874,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_condition).
RP-1038,ENT-LINE-ACL,report,report.note.CAL-NOT-P00894-001,NOTE,巻き立てコンクリート幅の設定は非合成桁の設計を参照,,,,NOR-011,CAL-NOT-P00894-001,calc_pdf_p894,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-1039,ENT-LINE-ACL,report,report.note.CAL-NOT-P00904-001,NOTE,格子解析データ:前死荷重/後死荷重/クリープ/乾燥収縮/温度差の5ケース,,,,NOR-011,CAL-NOT-P00904-001,calc_pdf_p904,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind model_summary).
RP-1155,ENT-LINE-ACL,report,report.note.CAL-NOT-P01284-001,NOTE,完成系:鋼合成桁として設計。コンクリート床版は有効幅を考慮した合成断面,,,,NOR-011,CAL-NOT-P01284-001,calc_pdf_p1284,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1156,ENT-LINE-ACL,report,report.note.CAL-NOT-P01284-002,NOTE,施工系:合成前の鋼桁断面として死荷重及び施工時荷重に対して安全であること,,,,NOR-011,CAL-NOT-P01284-002,calc_pdf_p1284,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1157,ENT-LINE-ACL,report,report.note.CAL-NOT-P01284-003,NOTE,部分係数設計法による 限界状態1(耐荷性能)と限界状態3(使用性)の照査,,,,NOR-011,CAL-NOT-P01284-003,calc_pdf_p1284,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1158,ENT-LINE-ACL,report,report.note.CAL-NOT-P01284-004,NOTE,鋼合成桁としてのクリープ/乾燥収縮/温度差の影響を考慮,,,,NOR-011,CAL-NOT-P01284-004,calc_pdf_p1284,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1159,ENT-LINE-ACL,report,report.note.CAL-NOT-P01285-001,NOTE,鋼材SM490Y σy=355N/mm2 σsu=490N/mm2 τy=205N/mm2 E=200000N/mm2 G=77000N/mm2,,,,NOR-011,CAL-NOT-P01285-001,calc_pdf_p1285,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind material_property).
RP-1160,ENT-LINE-ACL,report,report.note.CAL-NOT-P01286-001,NOTE,合成断面の設計に想定する鉄筋量は上下D22間隔125mm,,,,NOR-011,CAL-NOT-P01286-001,calc_pdf_p1286,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind material_property).
RP-1161,ENT-LINE-ACL,report,report.note.CAL-NOT-P01286-002,NOTE,活荷重:合成断面n=7 クリープ:n=14 乾燥収縮:n=21,,,,NOR-011,CAL-NOT-P01286-002,calc_pdf_p1286,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind material_property).
RP-1162,ENT-LINE-ACL,report,report.note.CAL-NOT-P01318-001,NOTE,断面の応力度照査(耐荷性能の照査)-AG1全断面・AG2全断面について照査,,,,NOR-011,CAL-NOT-P01318-001,calc_pdf_p1318,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1163,ENT-LINE-ACL,report,report.note.CAL-NOT-P01318-002,NOTE,断面決定は非合成桁と同様の方法で行う,,,,NOR-011,CAL-NOT-P01318-002,calc_pdf_p1318,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1164,ENT-LINE-ACL,report,report.note.CAL-NOT-P01319-001,NOTE,温度差応力度:道示Ⅱ式(解14.2.9),,,,NOR-011,CAL-NOT-P01319-001,calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-1165,ENT-LINE-ACL,report,report.note.CAL-NOT-P01319-002,NOTE,クリープ応力度:道示Ⅱ式(解14.2.3) φ1=2,,,,NOR-011,CAL-NOT-P01319-002,calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-1166,ENT-LINE-ACL,report,report.note.CAL-NOT-P01319-003,NOTE,乾燥収縮応力度:道示Ⅱ式(解14.2.10),,,,NOR-011,CAL-NOT-P01319-003,calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-1167,ENT-LINE-ACL,report,report.note.CAL-NOT-P01319-004,NOTE,合成後上フランジ座屈は生じないものとする,,,,NOR-011,CAL-NOT-P01319-004,calc_pdf_p1319,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-1168,ENT-LINE-ACL,report,report.note.CAL-NOT-P01322-001,NOTE,AG1 Sec-1 Sup-1:全照査項目OK κ=0.13<1.20,,,,NOR-011,CAL-NOT-P01322-001,calc_pdf_p1322,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind verification_result).
RP-1169,ENT-LINE-ACL,report,report.note.CAL-NOT-P01778-001,NOTE,高力ボルト摩擦接合による現場継手の設計,,,,NOR-011,CAL-NOT-P01778-001,calc_pdf_p1778,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_approach).
RP-1170,ENT-LINE-ACL,report,report.note.CAL-NOT-P01947-001,NOTE,たわみの照査は道示Ⅱの規定による,,,,NOR-011,CAL-NOT-P01947-001,calc_pdf_p1947,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind standard_reference).
RP-1381,ENT-LINE-ACL,report,report.note.CH5-NOTE-001,NOTE,回転角は実回転角とする。斜角は各桁の最大角を考慮する。,,,,NOR-011,CH5-NOTE-001,calc_pdf_p2028,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1382,ENT-LINE-ACL,report,report.note.CH5-NOTE-002,NOTE,Δt:水平力算出用(±30℃) Δt':支承照査用(±50℃) 正数値は伸長側、負数値は収縮側。,,,,NOR-011,CH5-NOTE-002,calc_pdf_p2028,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1383,ENT-LINE-ACL,report,report.note.CH5-NOTE-003,NOTE,Rmax1:D+L+I+TF(+)の最大値 Rmax2:D+L(+)+I+TF(±)の最小値,,,,NOR-011,CH5-NOTE-003,calc_pdf_p2031,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1384,ENT-LINE-ACL,report,report.note.CH5-NOTE-004,NOTE,b:橋軸直角方向有効寸法 a:橋軸方向有効寸法 te:弾性ゴム一層厚 n:積層数 Σte:総厚 Ge:せん断弾性係数 φd:鉛プラグ径 NP:鉛プラグ本数 ts:補強材板厚,,,,NOR-011,CH5-NOTE-004,calc_pdf_p2031,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind legend).
RP-1385,ENT-LINE-ACL,report,report.note.CH5-NOTE-005,NOTE,S2は4程度以上を確保するものとする。,,,,NOR-011,CH5-NOTE-005,calc_pdf_p2032,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1386,ENT-LINE-ACL,report,report.note.CH5-NOTE-006,NOTE,正数値は右方向、負数値は左方向を示す。支承照査移動量はΔLの絶対値の大きい値とする。,,,,NOR-011,CH5-NOTE-006,calc_pdf_p2035,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1387,ENT-LINE-ACL,report,report.note.CH5-NOTE-007,NOTE,上部工水平力は静的解析で算出した数値,,,,NOR-011,CH5-NOTE-007,calc_pdf_p2038,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1388,ENT-LINE-ACL,report,report.note.CH5-NOTE-008,NOTE,RHeq1:Σte×2.5×KB RHeq2:動的解析値,,,,NOR-011,CH5-NOTE-008,calc_pdf_p2138,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1389,ENT-LINE-ACL,report,report.note.CH5-NOTE-009,NOTE,"ΔLe1,ΔLe2:動的解析値",,,,NOR-011,CH5-NOTE-009,calc_pdf_p2138,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1390,ENT-LINE-ACL,report,report.note.CH5-NOTE-010,NOTE,直角方向の水平力はサイドブロックにより拘束される為ゼロとする。,,,,NOR-011,CH5-NOTE-010,calc_pdf_p2139,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1391,ENT-LINE-ACL,report,report.note.CH5-NOTE-011,NOTE,レベル2地震動の水平力・変位量は250%変形時の数値。上向き力は主桁部の支承で負担する。,,,,NOR-011,CH5-NOTE-011,calc_pdf_p2167,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
RP-1392,ENT-LINE-ACL,report,report.note.CH5-NOTE-012,NOTE,設計荷重は死荷重反力(荷重係数γq考慮)を10kN切り上げで丸める。,,,,NOR-011,CH5-NOTE-012,calc_pdf_p2191,,HIGH,UNVERIFIED,CALC_ONLY,CANDIDATE_ONLY,,,,GOLDEN_ELIGIBLE,Calculation note (kind design_note).
