traceability_id,feature_id,feature_category,feature_name,subfeature_name,phase_class,stage5a_class,external_source_type,priority,verification_question,why_verification_is_needed,manual_id,pdf_page,book_page,section,screen_name,manual_evidence_summary,explicit_standard_name,explicit_standard_edition,historical_edition_status,target_edition_status,numeric_value_present,formula_present,table_present,ocr_risk,blocking_for_design,related_feature_ids,stage5b_action,notes,status
T5A-0094,F4-P1-065,cross_slope,床版形状データ,舗装厚＆床版厚の入力|src:F4-1-065,Phase1_required,PROJECT_DECISION,APOLLO_MANUAL_ONLY,P1,横断勾配値は路線条件。基準照合は排水・建築限界等が関与する場合のみ。,プロジェクト決定が主,MAN-005,10,3.2(1),舗装厚＆床版厚データ画面,NONE,「ハンチ計算プログラムにより床版厚等は一度入力されておりますが以下のダイアログにて入力された床版厚等が設計に使用されます」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0095,F4-P1-066,cross_slope,床版形状データ,片持ち部床版の入力|src:F4-1-066,Phase1_required,PROJECT_DECISION,APOLLO_MANUAL_ONLY,P1,横断勾配値は路線条件。基準照合は排水・建築限界等が関与する場合のみ。,プロジェクト決定が主,MAN-005,10,3.2(2),片持ち部床版データ画面,NONE,「地覆幅等は基本的に線形計算より連動されております」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0096,F4-P1-067,cross_slope,床版形状データ,床版打ち下しデータの入力|src:F4-1-067,Phase1_required,PROJECT_DECISION,APOLLO_MANUAL_ONLY,P1,横断勾配値は路線条件。基準照合は排水・建築限界等が関与する場合のみ。,プロジェクト決定が主,MAN-005,11,3.2(3),床版打ち下しデータ画面,NONE,「桁端長は基本的に線形計算より連動されております」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0097,F4-P1-068,standard_section,床組データ,横桁高さと添接位置の個別入力|src:F4-1-068,Phase1_optional,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準断面・形鋼選定の推奨がデザインデータブック等にあるか確認する。APOLLOの標準値と同一視しない。,標準断面は実務資料照合,MAN-005,27,5.5(1),床組データ画面,NONE,「基本寸法の指定方法を全部材指定と選択されると個々の横桁高さおよび添接位置が入力出来ます」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0098,F4-P1-068,standard_section,床組データ,横桁高さと添接位置の個別入力|src:F4-1-068,Phase1_optional,STANDARD_TRACEABILITY_REQUIRED,RBS_STEEL,P1,標準として提示される断面が示方書の幅厚比等を満たす前提になっているか、照合観点を確認する。,標準断面も基準制約の下,MAN-005,27,5.5(1),床組データ画面,NONE,「基本寸法の指定方法を全部材指定と選択されると個々の横桁高さおよび添接位置が入力出来ます」,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0099,F4-P1-069,bridge_type_selection,bridge_type_selection,src:F4-1-069,Phase1_required,PROJECT_DECISION,APOLLO_MANUAL_ONLY,P0,「bridge_type_selection」は橋梁・工事条件として設計者が決める。外部基準は制約を与えても一意値を定めない場合が多い。,プロジェクト入力,MAN-002,NONE,NONE,NONE,NONE,新規作成時に桁形式等を選択するダイアログがある,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0100,F4-P1-070,span_configuration,span_configuration,src:F4-1-070,unknown,PROJECT_DECISION,APOLLO_MANUAL_ONLY,P0,「span_configuration」は橋梁・工事条件として設計者が決める。外部基準は制約を与えても一意値を定めない場合が多い。,プロジェクト入力,MAN-005,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,NO,MEDIUM,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0101,F4-P1-071,skew_angle,skew_angle,src:F4-1-071,unknown,PROJECT_DECISION,APOLLO_MANUAL_ONLY,P0,「skew_angle」は橋梁・工事条件として設計者が決める。外部基準は制約を与えても一意値を定めない場合が多い。,プロジェクト入力,MAN-005,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0102,F4-P1-072,road_width,road_width,src:F4-1-072,Phase1_required,PROJECT_DECISION,APOLLO_MANUAL_ONLY,P0,「road_width」は橋梁・工事条件として設計者が決める。外部基準は制約を与えても一意値を定めない場合が多い。,プロジェクト入力,MAN-005,NONE,NONE,NONE,NONE,道路中心・歩道位置・地覆幅等の入力はある。『幅員』という単独項目名の有無は要追加確認,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0103,F4-P2-001,slab_thickness,床版厚の指定,src:F4-2-001,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「床版厚の指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-004,4,NONE,2.1,NONE,床版厚を指定して下さい。全入力にて各横断・桁毎の床版厚が指定出来ますが、設計計算では考慮出来ませんので、別途荷重調整等が必要となります。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0104,F4-P2-001,slab_thickness,床版厚の指定,src:F4-2-001,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-004,4,NONE,2.1,NONE,床版厚を指定して下さい。全入力にて各横断・桁毎の床版厚が指定出来ますが、設計計算では考慮出来ませんので、別途荷重調整等が必要となります。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0105,F4-P2-002,haunch,ハンチ高の設定,src:F4-2-002,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「ハンチ高の設定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-004,4,NONE,2.2,NONE,入力条件および計算条件を入力後「計算実行 >>」ボタンをクリックして下さい。右側に結果が表示されますので、問題ない場合は「次へ＞＞」ボタンをクリックし、各桁すべての設定を行って下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0106,F4-P2-002,haunch,ハンチ高の設定,src:F4-2-002,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-004,4,NONE,2.2,NONE,入力条件および計算条件を入力後「計算実行 >>」ボタンをクリックして下さい。右側に結果が表示されますので、問題ない場合は「次へ＞＞」ボタンをクリックし、各桁すべての設定を行って下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0107,F4-P2-003,haunch,単位系指定,src:F4-2-003,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「単位系指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-004,5,NONE,3.1,NONE,ハンチ重量計算用の単位重量等を指定して、「次へ＞＞」ボタンをクリックして下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0108,F4-P2-003,haunch,単位系指定,src:F4-2-003,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-004,5,NONE,3.1,NONE,ハンチ重量計算用の単位重量等を指定して、「次へ＞＞」ボタンをクリックして下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0109,F4-P2-004,haunch_geometry,ハンチ形状の設定,src:F4-2-004,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「ハンチ形状の設定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-004,5,NONE,3.2,NONE,ハンチ計算用のハンチ幅およびテーパー等を入力し、「ＯＫ」ボタンをクリックして下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0110,F4-P2-004,haunch_geometry,ハンチ形状の設定,src:F4-2-004,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-004,5,NONE,3.2,NONE,ハンチ計算用のハンチ幅およびテーパー等を入力し、「ＯＫ」ボタンをクリックして下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0111,F4-P2-005,haunch_calculation,ハンチ計算結果の設計情報への反映,src:F4-2-005,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「ハンチ計算結果の設計情報への反映」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-004,6,NONE,4,NONE,再計算されたハンチ結果を設計情報に上書きする確認ダイアログが表示されますので、条件を設定して下さい。（ハンチが更新された場合は、上書きを推奨致します）,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0112,F4-P2-005,haunch_calculation,ハンチ計算結果の設計情報への反映,src:F4-2-005,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-004,6,NONE,4,NONE,再計算されたハンチ結果を設計情報に上書きする確認ダイアログが表示されますので、条件を設定して下さい。（ハンチが更新された場合は、上書きを推奨致します）,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0113,F4-P2-006,rc_slab,床版照査位置決定,src:F4-2-006,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「床版照査位置決定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-006,4,NONE,2.1(1),NONE,初回は以下の床版リンク画面が表示されます。必要に応じて床版照査位置を決定して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0114,F4-P2-006,rc_slab,床版照査位置決定,src:F4-2-006,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-006,4,NONE,2.1(1),NONE,初回は以下の床版リンク画面が表示されます。必要に応じて床版照査位置を決定して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0115,F4-P2-007,rc_slab,かぶり量の指定,src:F4-2-007,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「かぶり量の指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-006,5,NONE,2.1(2),NONE,「基本条件」ボタン「計算条件」タグにて、かぶり量の指定が可能です。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0116,F4-P2-007,rc_slab,かぶり量の指定,src:F4-2-007,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-006,5,NONE,2.1(2),NONE,「基本条件」ボタン「計算条件」タグにて、かぶり量の指定が可能です。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0117,F4-P2-008,rc_slab,配力筋照査の出力方法,src:F4-2-008,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「配力筋照査の出力方法」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-006,6,NONE,2.1(3),NONE,配力筋照査の出力方法が、デフォルトでは◎計算点から応力最大箇所のみ出力となっていますので、◎全計算点の結果を出力を選択して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0118,F4-P2-008,rc_slab,配力筋照査の出力方法,src:F4-2-008,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-006,6,NONE,2.1(3),NONE,配力筋照査の出力方法が、デフォルトでは◎計算点から応力最大箇所のみ出力となっていますので、◎全計算点の結果を出力を選択して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0119,F4-P2-009,haunch,フランジ厚およびハンチ内鉄筋の指定,src:F4-2-009,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「フランジ厚およびハンチ内鉄筋の指定」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-006,6,NONE,2.1(4),NONE,「横断形状」ボタン「ハンチ高・フランジ厚」タグにて、指定されておりますので、再度確認下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0120,F4-P2-009,haunch,フランジ厚およびハンチ内鉄筋の指定,src:F4-2-009,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-006,6,NONE,2.1(4),NONE,「横断形状」ボタン「ハンチ高・フランジ厚」タグにて、指定されておりますので、再度確認下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0121,F4-P2-010,slab_load_input,床版設計荷重指定,src:F4-2-010,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_COMMON,P0,「床版設計荷重指定」について、適用年版の道路橋示方書に定義・載荷方法・組合せ規則がどう規定されているか確認する。,荷重は計算結果を左右するため外部照合が必要,MAN-006,7,NONE,2.1(5),NONE,「荷重」ボタン「その他荷重」および「片持部水平荷重」にて、床版設計時のみに考慮する荷重が指定出来ます。（「荷重」タグの荷重については、桁設計にも使用される荷重ですので、変更は出来ません）,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0122,F4-P2-011,slab_reinforcement_input,主鉄筋および配力鉄筋の指定,src:F4-2-011,Phase1_required,JIS_TRACEABILITY_REQUIRED,JIS_REBAR,P0,床版鉄筋の種類・規格・呼び名がどのJISに対応するか確認する。,鉄筋材料はJIS照合が必要,MAN-006,8,NONE,2.1(6),NONE,メイン画面にて、断面指定および床版厚を指定にする事により、主鉄筋および配力鉄筋断面および配力鉄筋計算時床版厚が指定可能です。指定後、「計算実行」ボタンをクリックする事により、応力度計算結果が更新されます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0123,F4-P2-011,slab_reinforcement_input,主鉄筋および配力鉄筋の指定,src:F4-2-011,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,配筋量・かぶり・間隔等の設計規定が道路橋示方書にどうあるか確認する。,配筋は示方書照合が必要,MAN-006,8,NONE,2.1(6),NONE,メイン画面にて、断面指定および床版厚を指定にする事により、主鉄筋および配力鉄筋断面および配力鉄筋計算時床版厚が指定可能です。指定後、「計算実行」ボタンをクリックする事により、応力度計算結果が更新されます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0124,F4-P2-011,slab_reinforcement_input,主鉄筋および配力鉄筋の指定,src:F4-2-011,Phase1_required,MULTIPLE_SOURCES_REQUIRED,JIS_REBAR,P0,JIS規格値と道路橋示方書の配筋規定を組み合わせて読む必要がある項目を列挙する。,複数資料が必要,MAN-006,8,NONE,2.1(6),NONE,メイン画面にて、断面指定および床版厚を指定にする事により、主鉄筋および配力鉄筋断面および配力鉄筋計算時床版厚が指定可能です。指定後、「計算実行」ボタンをクリックする事により、応力度計算結果が更新されます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0125,F4-P2-012,rc_slab,計算書出力,src:F4-2-012,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「計算書出力」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-006,9,NONE,2.1(7),NONE,「計算＆出力」―「計算書＆詳細計算書の作成」にて、床版設計計算書を出力出来ます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0126,F4-P2-012,rc_slab,計算書出力,src:F4-2-012,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-006,9,NONE,2.1(7),NONE,「計算＆出力」―「計算書＆詳細計算書の作成」にて、床版設計計算書を出力出来ます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0127,F4-P2-013,slab_result_output,支点補強筋 計算書出力（国土交通省形式）,src:F4-2-013,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_MANUAL,P1,マニュアルが言及する「鋼道路橋設計便覧方法（死荷重曲げ変局点を算出）」について、該当する設計便覧の該当箇所・適用条件・年版を確認する（適合判定はしない）。,MAN-006に鋼道路橋設計便覧方法の明示あり。年版は未記載のためUNKNOWN。,MAN-006,10,NONE,3.1,NONE,設計基準が道路公団以外の場合、以下のダイヤログが表示され、「計算書出力」により、鋼道路橋設計便覧方法（死荷重曲げ変局点を算出）の計算書を出力します。,鋼道路橋設計便覧,NONE,NAME_STATED_EDITION_UNKNOWN,NOT_SELECTED,NO,YES,YES,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,Grok evidence-based reclass; APOLLO初期値と便覧規定を同一視しない,IDENTIFIED
T5A-0128,F4-P2-013,slab_result_output,支点補強筋 計算書出力（国土交通省形式）,src:F4-2-013,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,設計基準が道路公団以外の場合の計算書出力ダイアログ挙動はAPOLLO仕様として整理する。,画面・出力切替のソフト仕様,MAN-006,10,NONE,3.1,NONE,設計基準が道路公団以外の場合、以下のダイヤログが表示され、「計算書出力」により、鋼道路橋設計便覧方法（死荷重曲げ変局点を算出）の計算書を出力します。,鋼道路橋設計便覧,NONE,NAME_STATED_EDITION_UNKNOWN,NOT_SELECTED,NO,YES,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,UI behavior separated from design-manual content lookup,IDENTIFIED
T5A-0129,F4-P2-014,slab_result_output,支点補強筋 計算書出力（道路公団形式）,src:F4-2-014,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「支点補強筋 計算書出力（道路公団形式）」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-006,10,NONE,3.2,NONE,設計基準が道路公団の場合、以下のダイヤログが表示され、「計算書出力」により、道路公団 旧第二集方法（抵抗曲げにより抵抗位置を算出）の計算書を出力します。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,YES,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0130,F4-P2-014,slab_result_output,支点補強筋 計算書出力（道路公団形式）,src:F4-2-014,Phase1_required,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-006,10,NONE,3.2,NONE,設計基準が道路公団の場合、以下のダイヤログが表示され、「計算書出力」により、道路公団 旧第二集方法（抵抗曲げにより抵抗位置を算出）の計算書を出力します。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,YES,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0131,F4-P2-015,slab_reinforcement_input,支点補強筋 鉄筋径および本数の指定,src:F4-2-015,Phase1_required,JIS_TRACEABILITY_REQUIRED,JIS_REBAR,P0,床版鉄筋の種類・規格・呼び名がどのJISに対応するか確認する。,鉄筋材料はJIS照合が必要,MAN-006,10,NONE,3.2,NONE,鉄筋径および本数を指定する場合は、「鉄筋入力方法」‑ ◎指定(表入力) を選択し、「ＯＫ」をクリック後、メイン画面の鉄筋径および本数が指定可能となりますので、ご指摘下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,YES,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0132,F4-P2-015,slab_reinforcement_input,支点補強筋 鉄筋径および本数の指定,src:F4-2-015,Phase1_required,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,配筋量・かぶり・間隔等の設計規定が道路橋示方書にどうあるか確認する。,配筋は示方書照合が必要,MAN-006,10,NONE,3.2,NONE,鉄筋径および本数を指定する場合は、「鉄筋入力方法」‑ ◎指定(表入力) を選択し、「ＯＫ」をクリック後、メイン画面の鉄筋径および本数が指定可能となりますので、ご指摘下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,YES,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0133,F4-P2-015,slab_reinforcement_input,支点補強筋 鉄筋径および本数の指定,src:F4-2-015,Phase1_required,MULTIPLE_SOURCES_REQUIRED,JIS_REBAR,P0,JIS規格値と道路橋示方書の配筋規定を組み合わせて読む必要がある項目を列挙する。,複数資料が必要,MAN-006,10,NONE,3.2,NONE,鉄筋径および本数を指定する場合は、「鉄筋入力方法」‑ ◎指定(表入力) を選択し、「ＯＫ」をクリック後、メイン画面の鉄筋径および本数が指定可能となりますので、ご指摘下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,YES,LOW,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0134,F4-P2-016,slab_geometry,slab_geometry,src:F4-2-016,unknown,STANDARD_TRACEABILITY_REQUIRED,RBS_CONCRETE,P0,RC床版/ハンチ「slab_geometry」の最小厚・支間・張出・照査に関し、適用年版の道路橋示方書（コンクリート関係）規定を確認する。,床版・ハンチは構造規定の照合が必要,MAN-006,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,YES,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0135,F4-P2-016,slab_geometry,slab_geometry,src:F4-2-016,unknown,DESIGN_PRACTICE_TRACEABILITY_REQUIRED,DESIGN_DATA_BOOK,P1,標準的な床版厚・ハンチ形状の推奨値がデザインデータブック等に示されているか確認する（APOLLO初期値と同一視しない）。,実務推奨値と基準要求の分離が必要,MAN-006,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
