traceability_id,feature_id,feature_category,feature_name,subfeature_name,phase_class,stage5a_class,external_source_type,priority,verification_question,why_verification_is_needed,manual_id,pdf_page,book_page,section,screen_name,manual_evidence_summary,explicit_standard_name,explicit_standard_edition,historical_edition_status,target_edition_status,numeric_value_present,formula_present,table_present,ocr_risk,blocking_for_design,related_feature_ids,stage5b_action,notes,status
T5A-0273,F4-P5-001,analysis_input_generation,解析データ作成,src:F4-5-001,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,4,NONE,第6章 格子解析,NONE,「解析データ作成」: 自動設計のデータより APOLLO Analyzer 入力データを自動生成,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0275,F4-P5-002,analysis_input_generation,主桁仮定剛度,src:F4-5-002,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,4,NONE,2.1 主桁仮定剛度,NONE,剛度入力方法を選択し、各パネル毎の仮定剛度を指定して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0277,F4-P5-003,analysis_input_generation,横桁・対傾構仮定剛度,src:F4-5-003,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,5,NONE,2.2 横桁・対傾構仮定剛度,NONE,剛度入力方法を選択し、各横桁毎の仮定剛度を指定して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0279,F4-P5-004,analysis_input_generation,仮定鋼重,src:F4-5-004,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,5,NONE,2.3 仮定鋼重,NONE,仮定鋼重を指定して下さい。（実鋼重とは、コントロール画面「鋼重計算」にて算出した概算値となっています。）,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0281,F4-P5-005,analysis_model,Analyzer骨組み任意指定,src:F4-5-005,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,6,NONE,2.4 Analyzer骨組み任意指定,NONE,"Analyzer 荷重載荷位置データの出力方法 にて、◎x,y,z 座標で指定＋骨組み任意指定 を選択する事により、任意骨組みの解析データが作成可能です",NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0283,F4-P5-006,analysis_model,節点変更,src:F4-5-006,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,6,NONE,2.4.1 節点変更,NONE,格子節点の変更、追加、削除が可能です。格子解析にて使用されている節点番号を NAME に指定し、条件を指定して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0285,F4-P5-007,analysis_model,要素変更,src:F4-5-007,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,7,NONE,2.4.2 要素変更,NONE,格子要素の変更、追加、削除が可能です。格子解析にて使用されている要素番号を NAME に指定し、条件を指定して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0287,F4-P5-008,analysis_model,支点変更,src:F4-5-008,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,7,NONE,2.4.3 支点変更,NONE,格子支点の変更、追加、削除が可能です。格子解析にて使用されている支点番号を NAME に指定し、条件を指定して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0289,F4-P5-009,analysis_execution,構造解析,src:F4-5-009,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-007,8,NONE,3 構造解析,NONE,解析実行状況のダイアログが表示され、解析終了と同時にダイアログは消えます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0290,F4-P5-010,section_force_conversion,断面力変換,src:F4-5-010,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-007,9,NONE,4 断面力変換,NONE,断面力変換実行状況のダイアログが表示され、解析終了と同時にダイアログは消えます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0291,F4-P5-011,section_force_conversion,断面力計算書出力,src:F4-5-011,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-007,9,NONE,4 断面力変換 終了時,NONE,終了時に、以下のダイアログが表示され、「はい」の場合 読み込まれた断面力結果が計算書として出力されます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0292,F4-P5-012,output_or_report,荷重強度図,src:F4-5-012,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-007,10,NONE,5 荷重強度図,NONE,荷重強度確認ダイアログが表示されます。荷重強度図をファイルに出力する場合は、右側「出力」ボタンより ファイルへ印刷 を選択して下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0293,F4-P5-013,output_or_report,格子結果出力,src:F4-5-013,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-007,11,NONE,6 格子結果出力,NONE,一般的に別紙とされる格子解析計算書を出力します。出力内容については、以下のダイアログにて指定可能です。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0294,F4-P5-014,analysis_input_generation,計算書出力,src:F4-5-014,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-007,7,NONE,2.5 計算書出力,NONE,「計算＆出力」―「解析データ作成＆計算書作成」にて、格子解析条件を出力出来ます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0303,F4-P5-022,analysis_input_generation,ハンチ・中分,src:F4-5-022,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-005,16,NONE,4.2 ハンチ・中分 データ,NONE,ハンチプログラムにて算出されたハンチ重量がデフォルトとして、データがセットされており、修正も可能となっています。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0307,F4-P5-025,analysis_execution,実剛度格子計算,src:F4-5-025,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-010,5,NONE,3 計算書およびキャンバー図作成,NONE,各メニューに(実剛度)が付加されているメニューは、再度実剛度により格子計算を別途行った結果を出力致します。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0308,F4-P5-026,output_or_report,キャンバー図,src:F4-5-026,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-010,5,NONE,3 計算書およびキャンバー図作成,NONE,「キャンバーDXF」または「キャンバーDXF(実剛度)」を選択しますと、「キャンバーＤＸＦ出力」ダイアログが、スケール等を選択して頂き、「図面作画」ボタンにてキャンバー図を確認出来ます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0309,F4-P5-027,analysis_model,格子解析ボタン,src:F4-5-027,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-002,8,NONE,2.1.2 実行ボタンについて,NONE,格子解析: 解析データ作成、構造解析、断面力変換、荷重強度図、格子結果出力,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0311,F4-P5-028,analysis_input_generation,解析データ作成ボタン,src:F4-5-028,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-002,8,NONE,2.1.2 実行ボタンについて,NONE,解析データ作成 ：構造解析データ（Analyzer データ）を作成します。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0313,F4-P5-029,analysis_execution,構造解析ボタン,src:F4-5-029,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-002,8,NONE,2.1.2 実行ボタンについて,NONE,構造解析 ：構造解析プログラム（Analyzer）を実行します。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0314,F4-P5-030,section_force_conversion,断面力変換ボタン,src:F4-5-030,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-002,8,NONE,2.1.2 実行ボタンについて,NONE,断面力変換 ：構造解析結果（Anayzer 結果）を自動設計に読み込みます。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0316,F4-P5-032,analysis_input_generation,有効モーメント最小量,src:F4-5-032,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MAN-005,22,NONE,5.1.1 設計条件,NONE,有効モーメントの最小量とは、不等径間等により微少な負曲げモーメントが支間中央に存在する場合等に、強制的(設計者様のご判断により)微少断面力を無視したい場合に、最小量をご入力下さい。,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0324,F4-P5-039,grid_model,grid_model (covered under analysis_model),src:F4-5-039,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MULTI,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0326,F4-P5-040,node,node (covered under analysis_model),src:F4-5-040,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MULTI,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0328,F4-P5-041,member,member (covered under analysis_model),src:F4-5-041,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MULTI,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0330,F4-P5-042,support,support (covered under analysis_model),src:F4-5-042,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P1,解析データ作成・節点/要素/支点変更はAPOLLO-Analyzer連携仕様。物理形式はUnknownのまま Stage5Bでファイル証拠を探す。,ソフト連携・モデル操作,MULTI,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,EXTERNAL_SOURCE_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0332,F4-P5-043,analyzer_link,analyzer_link (covered under analysis_execution),src:F4-5-043,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MULTI,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0333,F4-P5-044,analysis_result_import,analysis_result_import (covered under section_force_conversion),src:F4-5-044,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MULTI,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0334,F4-P5-045,section_force_import,section_force_import (covered under section_force_conversion),src:F4-5-045,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MULTI,NONE,NONE,NONE,NONE,NONE,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,MEDIUM,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0341,F4-P6-001,calculation_report,計算書の出力,src:F4-6-001,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,14,NONE,2-2-3,NONE,計算書は、各設計プログラムのメニューの［計算＆出力］で行って下さい。プログラムのよっては、詳細計算書とサマリー計算書が用意されています,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0342,F4-P6-002,calculation_report,計算書ファイル名,src:F4-6-002,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,14,NONE,2-2-3,NONE,標準ファイル名が「工事名+設計対象名.rtf」でセットされています,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0343,F4-P6-003,calculation_report,計算書をMS-Wordで表示,src:F4-6-003,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,15,NONE,2-2-3,NONE,自動的にＭＳ－Ｗｏｒｄが起動し、計算書が表示されます,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0344,F4-P6-004,rtf_output,RTF形式出力,src:F4-6-004,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,8,NONE,2-1-2,NONE,計算書は、ＭＳ-Word が読み書きできる RTF 形式（Rich Text Format 書式付きテキスト）に出力されます,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0345,F4-P6-005,cad_output,AutoCADデータ生成事前準備,src:F4-6-005,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,16,NONE,2-3-1,NONE,図面データを AutoCAD データ（ＤＷＧデータ）に出力するには、次の設定を事前に行って下さい,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0346,F4-P6-006,dwg_output,DWG出力選択,src:F4-6-006,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,17,NONE,2-3-2,NONE,ＣＡＤデータ形式では「AutoCAD データ：ＤＷＧ」かＹＴＩ独自の「中間ファイル：ＧＳＰ」かの選択をして下さい,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,YES,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0347,F4-P6-007,gsp_output,GSP中間ファイル出力,src:F4-6-007,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,17,NONE,2-3-2,NONE,ＹＴＩ独自の「中間ファイル：ＧＳＰ」かの選択をして下さい,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0348,F4-P6-008,drawing_input_generation,入力データ作成,src:F4-6-008,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,18,NONE,2-3-2,NONE,「入力データ作成」は、設計データ「工事名．ｍｄｂ」から標準値の製図データを自動生成します,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0349,F4-P6-009,design_data_conversion,設計データ変換,src:F4-6-009,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,19,NONE,2-3-2,NONE,「設計データ変換」は、自動設計で設計した部材の寸法や材質、ボルト形状など製図データベースに変換します,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0350,F4-P6-010,member_generation,全部材作成,src:F4-6-010,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,19,NONE,2-3-2,NONE,「全部材作成」では、製図データベースの中に３次元的に部材を作成していきます,NONE,NONE,UNKNOWN,NOT_SELECTED,YES,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0351,F4-P6-011,gsp_output,ＣＡＤデータ（ＧＳＰ）逐次作成,src:F4-6-011,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,19,NONE,2-3-2,NONE,図面作成の各ボタンで、ＣＡＤデータ（ＧＳＰデータ）が逐次作成されていきます,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=NO,IDENTIFIED
T5A-0352,F4-P6-012,dwg_output,GSP→DWG変換,src:F4-6-012,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,20,NONE,2-3-2,NONE,ＧＳＰデータから AutoCAD データに変換します,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0353,F4-P6-013,material_output,材料出力NPDATA.txt,src:F4-6-013,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,APOLLO操作・入出力仕様として整理。外部基準照合は原則不要。,デフォルト:ソフト仕様,MAN-021,20,NONE,2-3-2,NONE,「材料出力」ボタンをクリックし、材料データ（NPDATA.txt）を生成します,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0354,F4-P6-014,y_mater_link,y-Mater材料計算システム連携,src:F4-6-014,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,20,NONE,2-3-2,NONE,このデータを、別プログラムのｙ－Mater「材料計算システム」が読み込み材料計算を行うことができます,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0355,F4-P6-015,cad_output,AutoCADデータ表示と修正,src:F4-6-015,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,20,NONE,2-3-3,NONE,AutoＣＡＤにて行って下さい,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0356,F4-P6-016,cad_output,中間ファイル（ＧＳＰ）表示と修正,src:F4-6-016,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,外部基準照合は不要。APOLLOの入出力・処理手順・ファイル形式として仕様候補を固定する。,画面/ファイル/処理順のソフト仕様,MAN-021,20,NONE,2-3-3,NONE,ＹＴＩ販売のＲＣＣＡＤにて行って下さい,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,YES,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
T5A-0357,F4-P6-017,drawing,図面描画機能,src:F4-6-017,Phase1_required,SOFTWARE_SPECIFIC,APOLLO_MANUAL_ONLY,P2,描画対象・制限はAPOLLO製図仕様。外部CAD必須化はしない。基準照合は図面表現規定が関与する場合のみ Stage5B。,製図UI/制限,MAN-021,24,NONE,3-5,NONE,主桁、横桁、縦桁、ブラケット、側縦桁、鋼床版デッキ、対傾構、横構、ダイヤフラム、横リブを描画,NONE,NONE,UNKNOWN,NOT_SELECTED,NO,NO,NO,LOW,NO,NONE,NO_EXTERNAL_LOOKUP,candidate_hint=YES,IDENTIFIED
