orphan_id,candidate_id_or_source_id,entity_id,description,reason,notes
ORPH-C-001,GEO-005,ENT-LINE-ACL,alignment.station candidate has empty source_record_ids (station not extracted in Phase 2-I).,Candidate with no linkable source record (per source_to_candidate_contract section 4).,adoption_status=HUMAN_CONFIRMATION_REQUIRED; phase3_action=HUMAN_VALIDATION.
ORPH-S-0174,CH5-VAL-052,,value calc_pdf_p2193 section=CAL-SEC-5.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0175,CH5-VAL-053,,value calc_pdf_p2193 section=CAL-SEC-5.2.4,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0176,CH5-VAL-054,,value calc_pdf_p2193 section=CAL-SEC-5.2.5,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0177,CH5-VAL-055,,value calc_pdf_p2193 section=CAL-SEC-5.2.5,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0178,CH5-VAL-056,,value calc_pdf_p2193 section=CAL-SEC-5.2.5,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0179,CH5-VAL-057,,value calc_pdf_p2194 section=CAL-SEC-5.2.5,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0180,CH5-VAL-058,,value calc_pdf_p2194 section=CAL-SEC-5.2.5,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0181,CH5-VAL-059,,value calc_pdf_p2194 section=CAL-SEC-5.2.5,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0182,CH5-VAL-060,,value calc_pdf_p2195 section=CAL-SEC-5.2.5,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0183,CH5-VAL-061,,value calc_pdf_p2199 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0184,CH5-VAL-062,,value calc_pdf_p2199 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0185,CH5-VAL-063,,value calc_pdf_p2199 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0186,CH5-VAL-064,,value calc_pdf_p2199 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0187,CH5-VAL-065,,value calc_pdf_p2199 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0188,CH5-VAL-066,,value calc_pdf_p2200 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0189,CH5-VAL-067,,value calc_pdf_p2200 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0190,CH5-VAL-068,,value calc_pdf_p2205 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0191,CH5-VAL-069,,value calc_pdf_p2205 section=CAL-SEC-5.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0192,CH5-VAL-070,,value calc_pdf_p2207 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0193,CH5-VAL-071,,value calc_pdf_p2207 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0194,CH5-VAL-072,,value calc_pdf_p2207 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0195,CH5-VAL-073,,value calc_pdf_p2207 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0196,CH5-VAL-076,,value calc_pdf_p2207 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0197,CH5-VAL-077,,value calc_pdf_p2207 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0198,CH5-VAL-078,,value calc_pdf_p2208 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0199,CH5-VAL-079,,value calc_pdf_p2208 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0200,CH5-VAL-080,,value calc_pdf_p2208 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0201,CH5-VAL-081,,value calc_pdf_p2208 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0202,CH5-VAL-082,,value calc_pdf_p2208 section=CAL-SEC-5.4.1,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0203,CH5-VAL-083,,value calc_pdf_p2220 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0204,CH5-VAL-084,,value calc_pdf_p2221 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0205,CH5-VAL-085,,value calc_pdf_p2221 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0206,CH5-VAL-086,,value calc_pdf_p2222 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0207,CH5-VAL-087,,value calc_pdf_p2222 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0208,CH5-VAL-088,,value calc_pdf_p2222 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0209,CH5-VAL-089,,value calc_pdf_p2224 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0210,CH5-VAL-090,,value calc_pdf_p2224 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0211,CH5-VAL-091,,value calc_pdf_p2224 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0212,CH5-VAL-092,,value calc_pdf_p2224 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0213,CH5-VAL-093,,value calc_pdf_p2225 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0214,CH5-VAL-094,,value calc_pdf_p2225 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0215,CH5-VAL-095,,value calc_pdf_p2226 section=CAL-SEC-5.4.2,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0216,CH5-VAL-096,,value calc_pdf_p2139 section=CAL-SEC-5.1.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0217,CH5-VAL-097,,value calc_pdf_p2139 section=CAL-SEC-5.1.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0218,CH5-VAL-098,,value calc_pdf_p2139 section=CAL-SEC-5.1.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0219,CH5-VAL-099,,value calc_pdf_p2139 section=CAL-SEC-5.1.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0220,CH5-VAL-100,,value calc_pdf_p2139 section=CAL-SEC-5.1.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0221,CH5-VAL-101,,value calc_pdf_p2139 section=CAL-SEC-5.1.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0222,CH5-VAL-102,,value calc_pdf_p2139 section=CAL-SEC-5.1.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0223,CH5-VAL-103,,value calc_pdf_p2139 section=CAL-SEC-5.1.3,Source value record not referenced by any candidate source_record_ids; treated as non-candidate-relevant (excluded as derived/aggregated into candidates).,Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0224,DWG-EL-S001-001,,drawing_sheet_element calc_pdf_p3 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0225,DWG-EL-S002-001,,drawing_sheet_element calc_pdf_p4 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0226,DWG-EL-S003-001,,drawing_sheet_element calc_pdf_p5 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0227,DWG-EL-S004-001,,drawing_sheet_element calc_pdf_p6 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0228,DWG-EL-S005-001,,drawing_sheet_element calc_pdf_p7 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0229,DWG-EL-S006-001,,drawing_sheet_element calc_pdf_p8 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0230,DWG-EL-S007-001,,drawing_sheet_element calc_pdf_p9 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0231,DWG-EL-S008-001,,drawing_sheet_element calc_pdf_p10 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0232,DWG-EL-S009-001,,drawing_sheet_element calc_pdf_p11 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0233,DWG-EL-S010-001,,drawing_sheet_element calc_pdf_p12 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0234,DWG-EL-S011-001,,drawing_sheet_element calc_pdf_p13 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0235,DWG-EL-S012-001,,drawing_sheet_element calc_pdf_p14 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0236,DWG-EL-S013-001,,drawing_sheet_element calc_pdf_p15 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0237,DWG-EL-S014-001,,drawing_sheet_element calc_pdf_p16 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0238,DWG-EL-S015-001,,drawing_sheet_element calc_pdf_p17 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0239,DWG-EL-S016-001,,drawing_sheet_element calc_pdf_p18 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0240,DWG-EL-S017-001,,drawing_sheet_element calc_pdf_p19 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0241,DWG-EL-S018-001,,drawing_sheet_element calc_pdf_p20 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0242,DWG-EL-S019-001,,drawing_sheet_element calc_pdf_p21 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0243,DWG-EL-S020-001,,drawing_sheet_element calc_pdf_p22 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0244,DWG-EL-S021-001,,drawing_sheet_element calc_pdf_p23 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0245,DWG-EL-S022-001,,drawing_sheet_element calc_pdf_p24 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0246,DWG-EL-S023-001,,drawing_sheet_element calc_pdf_p25 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0247,DWG-EL-S024-001,,drawing_sheet_element calc_pdf_p26 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0248,DWG-EL-S025-001,,drawing_sheet_element calc_pdf_p27 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0249,DWG-EL-S026-001,,drawing_sheet_element calc_pdf_p28 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0250,DWG-EL-S027-001,,drawing_sheet_element calc_pdf_p29 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0251,DWG-EL-S028-001,,drawing_sheet_element calc_pdf_p30 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0252,DWG-EL-S029-001,,drawing_sheet_element calc_pdf_p31 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0253,DWG-EL-S030-001,,drawing_sheet_element calc_pdf_p32 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0254,DWG-EL-S031-001,,drawing_sheet_element calc_pdf_p33 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0255,DWG-EL-S032-001,,drawing_sheet_element calc_pdf_p34 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0256,DWG-EL-S033-001,,drawing_sheet_element calc_pdf_p35 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0257,DWG-EL-S034-001,,drawing_sheet_element calc_pdf_p36 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0258,DWG-EL-S035-001,,drawing_sheet_element calc_pdf_p37 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0259,DWG-EL-S036-001,,drawing_sheet_element calc_pdf_p38 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0260,DWG-EL-S037-001,,drawing_sheet_element calc_pdf_p39 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0261,DWG-EL-S038-001,,drawing_sheet_element calc_pdf_p40 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0262,DWG-EL-S039-001,,drawing_sheet_element calc_pdf_p41 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0263,DWG-EL-S040-001,,drawing_sheet_element calc_pdf_p42 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
ORPH-S-0264,DWG-EL-S041-001,,drawing_sheet_element calc_pdf_p43 section=sheets_001_044,"Generic drawing sheet element (DWG-EL-*, Phase 2-I sheet_elements.csv) not elevated to a drawing candidate; drawing layer elevates dimensions/annotations/members/tables/title-blocks/references/views/sheets only.",Log only; Phase 3 decides whether any unreferenced value becomes Golden-relevant.
