golden_id,domain,field_path,entity_id,raw_value,raw_unit,normalized_value,normalized_unit,semantic_class,source_record_ids,candidate_ids,calculation_locator,drawing_locator,source_priority,confidence,verification_status,promotion_status,promotion_reason,human_confirmation_id,conflict_id,standard_profile,notes
G-RPT-0200,report,report.section.CH5-PE-054,ENT-LINE-ACL,5.2.5 台座の計算,,,,text,CH5-PE-054,RP-1507,calc_pdf_p2193,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_section).
G-RPT-0201,report,report.section.CH5-PE-055,ENT-LINE-ACL,軸方向圧縮力に対する照査,,,,text,CH5-PE-055,RP-1509,calc_pdf_p2193,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0202,report,report.section.CH5-PE-056,ENT-LINE-ACL,天板の計算,,,,text,CH5-PE-056,RP-1511,calc_pdf_p2194,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0203,report,report.section.CH5-PE-057,ENT-LINE-ACL,溶接の照査,,,,text,CH5-PE-057,RP-1513,calc_pdf_p2195,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0204,report,report.section.CH5-PE-058,ENT-LINE-ACL,BaseとRibおよびWebの溶接,,,,text,CH5-PE-058,RP-1515,calc_pdf_p2196,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0205,report,report.section.CH5-PE-059,ENT-LINE-ACL,アンカーボルト,,,,text,CH5-PE-059,RP-1517,calc_pdf_p2197,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0206,report,report.section.CH5-PE-060,ENT-LINE-ACL,5.2.6 巻き立てコンクリートへの影響の検討,,,,text,CH5-PE-060,RP-1519,calc_pdf_p2197,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_section).
G-RPT-0207,report,report.section.CH5-PE-061,ENT-LINE-ACL,段差防止構造作用時の断面力の確認,,,,text,CH5-PE-061,RP-1521,calc_pdf_p2198,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0208,report,report.section.CH5-PE-062,ENT-LINE-ACL,5.3 排水の設計,,,,text,CH5-PE-062,RP-1523,calc_pdf_p2199,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type section_title).
G-RPT-0209,report,report.section.CH5-PE-063,ENT-LINE-ACL,条件等,,,,text,CH5-PE-063,RP-1525,calc_pdf_p2199,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0210,report,report.section.CH5-PE-064,ENT-LINE-ACL,計算式,,,,text,CH5-PE-064,RP-1527,calc_pdf_p2199,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0211,report,report.section.CH5-PE-065,ENT-LINE-ACL,排水桝間隔の計算(S1-PR1/PR1-PR2/PR2-S2),,,,text,CH5-PE-065,RP-1529,calc_pdf_p2201,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0212,report,report.section.CH5-PE-066,ENT-LINE-ACL,各部寸法表(幅員方向寸法・横断勾配・路面計画高),,,,text,CH5-PE-066,RP-1531,calc_pdf_p2204,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0213,report,report.section.CH5-PE-067,ENT-LINE-ACL,計算用数値表,,,,text,CH5-PE-067,RP-1533,calc_pdf_p2205,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0214,report,report.section.CH5-PE-068,ENT-LINE-ACL,排水管の確認,,,,text,CH5-PE-068,RP-1535,calc_pdf_p2205,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0215,report,report.section.CH5-PE-069,ENT-LINE-ACL,5.4 伸縮装置の設計,,,,text,CH5-PE-069,RP-1537,calc_pdf_p2206,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type section_title).
G-RPT-0216,report,report.section.CH5-PE-070,ENT-LINE-ACL,5.4.1 PU15,,,,text,CH5-PE-070,RP-1539,calc_pdf_p2207,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_section).
G-RPT-0217,report,report.section.CH5-PE-071,ENT-LINE-ACL,設計条件(橋種・温度範囲・レベル1移動量),,,,text,CH5-PE-071,RP-1541,calc_pdf_p2207,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0218,report,report.section.CH5-PE-072,ENT-LINE-ACL,伸縮量(常時/地震時),,,,text,CH5-PE-072,RP-1543,calc_pdf_p2207,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0219,report,report.section.CH5-PE-073,ENT-LINE-ACL,形式選定(移動量/桁遊間),,,,text,CH5-PE-073,RP-1545,calc_pdf_p2208,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0220,report,report.section.CH5-PE-074,ENT-LINE-ACL,荷重条件,,,,text,CH5-PE-074,RP-1547,calc_pdf_p2208,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0221,report,report.section.CH5-PE-075,ENT-LINE-ACL,ミドルビーム(機械的性質・曲げモーメント),,,,text,CH5-PE-075,RP-1549,calc_pdf_p2208,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0222,report,report.section.CH5-PE-076,ENT-LINE-ACL,ミドルビーム曲げモーメント(4径間連続梁),,,,text,CH5-PE-076,RP-1551,calc_pdf_p2209,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0223,report,report.section.CH5-PE-077,ENT-LINE-ACL,荷重項の計算・三連モーメントの式,,,,text,CH5-PE-077,RP-1553,calc_pdf_p2211,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0224,report,report.section.CH5-PE-078,ENT-LINE-ACL,各支点反力・最大曲げモーメント,,,,text,CH5-PE-078,RP-1555,calc_pdf_p2212,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0225,report,report.section.CH5-PE-079,ENT-LINE-ACL,ミドルビーム曲げ応力度・せん断応力度・合成応力度,,,,text,CH5-PE-079,RP-1557,calc_pdf_p2213,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0226,report,report.section.CH5-PE-080,ENT-LINE-ACL,サポートビーム(SM490A)の計算,,,,text,CH5-PE-080,RP-1559,calc_pdf_p2214,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0227,report,report.section.CH5-PE-081,ENT-LINE-ACL,伸縮装置張出部の応力度,,,,text,CH5-PE-081,RP-1561,calc_pdf_p2216,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0228,report,report.section.CH5-PE-082,ENT-LINE-ACL,A-A断面合成応力度,,,,text,CH5-PE-082,RP-1563,calc_pdf_p2220,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0229,report,report.section.CH5-PE-083,ENT-LINE-ACL,5.4.2 AR2,,,,text,CH5-PE-083,RP-1565,calc_pdf_p2220,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_section).
G-RPT-0230,report,report.section.CH5-PE-084,ENT-LINE-ACL,伸縮装置の移動量(温度/地震/設計伸縮量),,,,text,CH5-PE-084,RP-1567,calc_pdf_p2220,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0231,report,report.section.CH5-PE-085,ENT-LINE-ACL,設計条件(SEFジョイント100-325),,,,text,CH5-PE-085,RP-1569,calc_pdf_p2221,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0232,report,report.section.CH5-PE-086,ENT-LINE-ACL,伸縮量の算定,,,,text,CH5-PE-086,RP-1571,calc_pdf_p2222,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0233,report,report.section.CH5-PE-087,ENT-LINE-ACL,フィンガー長およびウェブ遊間の決定,,,,text,CH5-PE-087,RP-1573,calc_pdf_p2222,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0234,report,report.section.CH5-PE-088,ENT-LINE-ACL,フィンガー形状,,,,text,CH5-PE-088,RP-1575,calc_pdf_p2223,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0235,report,report.section.CH5-PE-089,ENT-LINE-ACL,ウェブ遊間の決定,,,,text,CH5-PE-089,RP-1577,calc_pdf_p2224,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0236,report,report.section.CH5-PE-090,ENT-LINE-ACL,フェイスプレートの設計(耐荷性能の照査),,,,text,CH5-PE-090,RP-1579,calc_pdf_p2224,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0237,report,report.section.CH5-PE-091,ENT-LINE-ACL,孔あき鋼板ジベルの計算(耐荷性能の照査),,,,text,CH5-PE-091,RP-1581,calc_pdf_p2225,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0238,report,report.section.CH5-PE-092,ENT-LINE-ACL,孔あき鋼板ジベルの板厚の決定,,,,text,CH5-PE-092,RP-1583,calc_pdf_p2226,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation section heading (type sub_sub_section).
G-RPT-0239,report,report.table.CH1-TBL-001,ENT-LINE-ACL,主桁支間長,,,,table,CH1-TBL-001,RP-050,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0240,report,report.table.CH1-TBL-002,ENT-LINE-ACL,主桁支間長,,,,table,CH1-TBL-002,RP-051,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0241,report,report.table.CH1-TBL-003,ENT-LINE-ACL,主桁支間長,,,,table,CH1-TBL-003,RP-052,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0242,report,report.table.CH1-TBL-004,ENT-LINE-ACL,主桁支間長,,,,table,CH1-TBL-004,RP-053,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0243,report,report.table.CH1-TBL-005,ENT-LINE-ACL,主桁支間長,,,,table,CH1-TBL-005,RP-054,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0244,report,report.table.CH1-TBL-006,ENT-LINE-ACL,主桁支間長,,,,table,CH1-TBL-006,RP-055,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0245,report,report.table.CH1-TBL-007,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-007,RP-056,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0246,report,report.table.CH1-TBL-008,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-008,RP-057,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0247,report,report.table.CH1-TBL-009,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-009,RP-058,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0248,report,report.table.CH1-TBL-010,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-010,RP-059,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0249,report,report.table.CH1-TBL-011,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-011,RP-060,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0250,report,report.table.CH1-TBL-012,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-012,RP-061,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0251,report,report.table.CH1-TBL-013,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-013,RP-062,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0252,report,report.table.CH1-TBL-014,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-014,RP-063,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0253,report,report.table.CH1-TBL-015,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-015,RP-064,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0254,report,report.table.CH1-TBL-016,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-016,RP-065,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0255,report,report.table.CH1-TBL-017,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-017,RP-066,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0256,report,report.table.CH1-TBL-018,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-018,RP-067,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0257,report,report.table.CH1-TBL-019,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-019,RP-068,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0258,report,report.table.CH1-TBL-020,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-020,RP-069,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0259,report,report.table.CH1-TBL-021,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-021,RP-070,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0260,report,report.table.CH1-TBL-022,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-022,RP-071,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0261,report,report.table.CH1-TBL-023,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-023,RP-072,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0262,report,report.table.CH1-TBL-024,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-024,RP-073,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0263,report,report.table.CH1-TBL-025,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-025,RP-074,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0264,report,report.table.CH1-TBL-026,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-026,RP-075,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0265,report,report.table.CH1-TBL-027,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-027,RP-076,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0266,report,report.table.CH1-TBL-028,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-028,RP-077,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0267,report,report.table.CH1-TBL-029,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-029,RP-078,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0268,report,report.table.CH1-TBL-030,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-030,RP-079,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0269,report,report.table.CH1-TBL-031,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-031,RP-080,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0270,report,report.table.CH1-TBL-032,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-032,RP-081,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0271,report,report.table.CH1-TBL-033,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-033,RP-082,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0272,report,report.table.CH1-TBL-034,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-034,RP-083,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0273,report,report.table.CH1-TBL-035,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-035,RP-084,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0274,report,report.table.CH1-TBL-036,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-036,RP-085,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0275,report,report.table.CH1-TBL-037,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-037,RP-086,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0276,report,report.table.CH1-TBL-038,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-038,RP-087,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0277,report,report.table.CH1-TBL-039,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-039,RP-088,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0278,report,report.table.CH1-TBL-040,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-040,RP-089,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
G-RPT-0279,report,report.table.CH1-TBL-041,ENT-LINE-ACL,主桁格間長,,,,table,CH1-TBL-041,RP-090,calc_pdf_p10,,CALCULATION,HIGH,UNVERIFIED,APPROVED_REPORT_DRAWING_GOLDEN,report Golden from Phase 2-II candidate; HIGH confidence,,,H29_REFERENCE,Calculation table record.
